채널,쿠폰율,적용대상,시작일,종료일,비고
캐시노트,0.05,선물세트,2026-08-28,,의무 발행. 수수료는 쿠폰 전 판매가 기준(불리한 쪽) → rate=1-수수료-쿠폰율
