상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
46999,10-01,유동 자연산골뱅이 230g 24개,133100.0,173000.0,0.0,0.0,0.0,,OFR68048391,SKU38115227
47000,46-04-01,동표 을지로골뱅이 230g 24개,110600.0,134400.0,3000.0,0.0,0.0,,OFR25187323,SKU35695758
47002,10-00,유동 자연산 골뱅이 400g 24개,223900.0,287200.0,0.0,0.0,0.0,,OFR55477732,SKU66554958
47003,46-04,동표 을지로골뱅이 400g 24개,180200.0,210900.0,3000.0,0.0,0.0,,OFR52568946,SKU39895603
47004,11-17,동원 자연산골뱅이 400g 24개,189500.0,240000.0,3000.0,0.0,0.0,,OFR59029664,SKU39643493
47008,35-16-02,참맑은 파인애플 캔 175ml 30개,8300.0,10800.0,3000.0,0.0,0.0,,OFR01359630,SKU71995667
47009,35-16-01,참맑은 제주감귤 캔 175ml 30개,8500.0,11100.0,3000.0,0.0,0.0,,OFR48116600,SKU25494268
47010,32-01-03,해태 복숭아봉봉 340ml 24개,15600.0,20300.0,3000.0,0.0,0.0,,OFR33701722,SKU14336450
47011,32-01-02,[99딜]해태 포도봉봉 340ml 24개,14900.0,19400.0,3000.0,0.0,0.0,,OFR22629807,SKU88064091
47012,23-54-03,웅진 자연은 요거새콤파인애플 1.5L 12개,14900.0,19400.0,3000.0,0.0,0.0,,OFR00536169,SKU15860279
47013,23-54-02,웅진 자연은 요거상큼복숭아 1.5L 12개,15100.0,19600.0,3000.0,0.0,0.0,,OFR95778529,SKU27358264
47014,27-20-03,델몬트 망고 1.5L 6개입,17700.0,23000.0,3000.0,0.0,0.0,,OFR06657134,SKU12967080
47016,26-05,웅진 가야 복숭아농장 1.5L 12개,27700.0,36000.0,3000.0,0.0,0.0,,OFR30308345,SKU92998413
47017,26-04,웅진 가야 토마토농장 1.5L 12개,25900.0,31600.0,3000.0,0.0,0.0,,OFR74949134,SKU94353479
47018,23-28,웅진 자연은 토마토 1.5L 12개,26300.0,39400.0,3000.0,0.0,0.0,,OFR09923651,SKU95211243
47019,17-12,돌 dole 파인 쥬스 1000ml 12개,43500.0,56600.0,3000.0,0.0,0.0,,OFR80268792,SKU19523496
47021,35-27,참맑은 복숭아 캔 175ml 30개,8400.0,10900.0,3000.0,0.0,0.0,,OFR26099183,SKU17859676
47022,35-10,참맑은 망고 캔 175ml 30개,8400.0,10900.0,3000.0,0.0,0.0,,OFR00878347,SKU57300235
47023,27-39-01,델몬트 망고 캔 음료수 180ml 30개,12930.0,14500.0,3000.0,0.0,0.0,,OFR90459358,SKU68730779
47024,26-04-03,웅진 가야 토마토농장 180ml 48개,26000.0,33800.0,3000.0,0.0,0.0,,OFR40030093,SKU20791259
47025,24-49-04,카프리썬 사과 200ml 10개,5050.0,5800.0,3000.0,0.0,0.0,,OFR86781821,SKU51195445
47026,24-49-02,카프리썬 사파리 200ml 10개,5000.0,5900.0,3000.0,0.0,0.0,,OFR42052739,SKU82071494
47027,24-49-01,카프리썬 오렌지망고 200ml 10개,5000.0,5900.0,3000.0,0.0,0.0,,OFR81351293,SKU23241415
47028,21-003-01,남양 과수원 복숭아 190ml 24개,6970.0,9600.0,3000.0,0.0,0.0,,OFR74887519,SKU22720077
47029,24-49-05,카프리썬 알래스카아이스티 200ml 10개,5000.0,5800.0,3000.0,0.0,0.0,,OFR89132492,SKU97437166
47030,24-49,카프리썬 오렌지 200ml 10개,5000.0,5500.0,3000.0,0.0,0.0,,OFR64480555,SKU13824659
