상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
12678829023,36-50,"모구모구 리치, 320ml, 24개",19500.0,0.0,3000.0,0.0,0.0,,,
12321110811,45-10-09,스팸 12K호 선물세트 4개,117600.0,0.0,3000.0,29200.0,0.0,,,
12321110810,45-10-09,스팸 12K호 선물세트 1개,24300.0,0.0,3000.0,1000.0,0.0,0.25,,
12321091685,45-12-06,스팸 특별한선택 H-2호 5개,81500.0,0.0,3000.0,6500.0,0.0,,,
12321091684,45-12-06,스팸 특별한선택 H-2호 1개,17300.0,0.0,3000.0,1500.0,0.0,0.2,,
12321044032,01-19-10,스페셜 S호 선물세트 4개,51500.0,0.0,3000.0,1200.0,0.0,,,
12321044031,01-19-10,스페셜 S호 선물세트 1개,51500.0,0.0,3000.0,38000.0,0.0,0.25,,
12305154869,PC002457,"동표 을지로 골뱅이 140g, 1개",4100.0,0.0,3000.0,300.0,0.0,,,
12305118100,PC002652,"동원 골뱅이 140g, 1개",3500.0,0.0,3000.0,300.0,0.0,,,
12305004823,PC001080,"유동 골뱅이 230g, 1개",6300.0,0.0,3000.0,200.0,0.0,,,
12300366106,PC001070,"유동 뚝배기 번데기탕 구수한맛 280g, 1개",2100.0,0.0,3000.0,300.0,0.0,,,
12300347805,PC001065,"유동 번데기 통조림 280g, 1개",2000.0,0.0,3000.0,400.0,0.0,,,
12300331195,PC001069,"유동 뚝배기 번데기탕 얼큰한맛 280g, 1개",2000.0,0.0,3000.0,400.0,0.0,,,
12299535379,PC000346,"펭귄 황도 슬라이스 400g, 1개",1700.0,0.0,3000.0,500.0,0.0,,,
12299466211,PC001765,"삼아 완두콩 400g, 1개",1300.0,0.0,3000.0,300.0,0.0,,,
12299428749,PC000345,"펭귄 황도 신형 2절 400g, 1개",1900.0,0.0,3000.0,200.0,0.0,,,
12299403771,PC001083,"유동 고등어 통조림 400g, 1개",2500.0,0.0,3000.0,300.0,0.0,,,
12299389943,PC000351,"펭귄 백도 2절 400g, 1개",1900.0,0.0,3000.0,200.0,0.0,,,
12299374667,PC002456,"동표 을지로골뱅이 400g, 1개",8000.0,0.0,3000.0,300.0,0.0,,,
12299369377,PC000362,"HC(강구나루) 꽁치 통조림 400g, 1개",3100.0,0.0,3000.0,300.0,0.0,,,
12299360494,PC000356,"펭귄 한마리꽁치 400g, 1개",4100.0,0.0,3000.0,800.0,0.0,,,
12299299717,PC000359,"펭귄 고등어통조림 400g, 1개",3100.0,0.0,3000.0,300.0,0.0,,,
12299237448,PC001074,"유동 꽁치 통조림 400g, 1개",3100.0,0.0,3000.0,300.0,0.0,,,
12299165187,PC001082,"유동 골뱅이 400g, 1개",9900.0,0.0,3000.0,800.0,0.0,,,
12299116181,PC001059,"유동 황도 슬라이스 400g, 1개",1500.0,0.0,3000.0,400.0,0.0,,,
12299088006,PC003739,"리치스 홀커널 스위트콘 425g, 1개",1300.0,0.0,3000.0,300.0,0.0,,,
12298783744,PC003744,"리치스 파인애플슬라이스 836g, 1개",4000.0,0.0,3000.0,400.0,0.0,,,
12298769123,PC002759,"델몬트 파인애플 통조림 836g, 1개",5000.0,0.0,3000.0,1200.0,0.0,,,
12298556784,PC003742,"동서 리치스 후르츠칵테일 850g, 1개",3500.0,0.0,3000.0,400.0,0.0,,,
12298388523,PC002764,"델몬트 칵테일후르츠 850g, 1개",3400.0,0.0,3000.0,100.0,0.0,,,
12119908454,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 10개",23000.0,0.0,0.0,0.0,0.0,10,,
12119908453,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 9개",21000.0,0.0,0.0,0.0,0.0,9,,
12119908452,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 8개",19000.0,0.0,0.0,0.0,0.0,8,,
12119908450,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 7개",17000.0,0.0,0.0,0.0,0.0,7,,
12119908449,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 6개",15000.0,0.0,0.0,0.0,0.0,6,,
12119908448,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 5개",13800.0,0.0,0.0,0.0,0.0,5,,
12119908447,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 4개",11900.0,0.0,0.0,0.0,0.0,4,,
12119908446,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 3개",10000.0,0.0,0.0,0.0,0.0,3,,
12119908445,MMC1EA-65-53-01,"푸드킹 메밀칩 버큇칩 대파맛, 160g, 2개",8100.0,0.0,0.0,0.0,0.0,2,,
12111311977,MGG1EA-67-74+MGG1EA-67-74-01,"명가 꽈배기 참깨+흑당, 500g, 6개",38800.0,0.0,0.0,0.0,0.0,,,
12111311976,MGG1EA-67-74+MGG1EA-67-74-01,"명가 꽈배기 참깨+흑당, 500g, 4개",26800.0,0.0,0.0,0.0,0.0,,,
12111278172,MGG1EA-67-74-01,"명가 꽈배기 흑당, 500g, 5개",32800.0,0.0,0.0,0.0,0.0,5,,
12111278169,MGG1EA-67-74-01,"명가 꽈배기 흑당, 500g, 4개",26800.0,0.0,0.0,0.0,0.0,4,,
12111278168,MGG1EA-67-74,"명가 꽈배기 참깨, 500g, 5개",32800.0,0.0,0.0,0.0,0.0,5,,
12111278166,MGG1EA-67-74,"명가 꽈배기 참깨, 500g, 4개",26800.0,0.0,0.0,0.0,0.0,4,,
12088318326,MGG1EA-67-74-01,"명가 꽈배기 흑당, 500g, 3개",20800.0,0.0,0.0,0.0,0.0,3,,
12088318322,MGG1EA-67-74,"명가 꽈배기 참깨, 500g, 3개",20800.0,0.0,0.0,0.0,0.0,3,,
12088282315,MGG1EA-67-74+MGG1EA-67-74-01,"명가 꽈배기 참깨+흑당, 500g, 2개",14800.0,0.0,0.0,0.0,300.0,,,
12088282314,MGG1EA-67-74-01,"명가 꽈배기 흑당, 500g, 2개",14800.0,0.0,0.0,0.0,300.0,2,,
12088282313,MGG1EA-67-74,"명가 꽈배기 참깨, 500g, 2개",14800.0,0.0,0.0,0.0,300.0,2,,
