상품번호,합포량,채널
88421356354,3,
88421356425,2,
88421356458,2,
88421356518,2,
88421356563,2,
88421356606,2,
88421356655,2,
88421356670,2,
88421356692,2,
88421356760,2,
88421234299,3,
88421234317,2,
88421234357,2,
88421234372,2,
88421234401,2,
88421234417,2,
88421234444,2,
88421234479,2,
88421234498,3,
88421234622,2,
88421234744,2,
88421234869,2,
88420212770,3,
88420212811,3,
88420212880,3,
88420212976,3,
88420213009,3,
88420213028,2,
88420213068,4,
88420213279,2,
88420213317,2,
88420213365,3,
88420213565,2,
88420213647,2,
88420213754,3,
88420213772,2,
88420213788,4,
88420214116,3,
88420213939,2,
88420213981,4,
88420214051,4,
88420214090,4,
88420214212,2,
88420214232,3,
88420214301,2,
88419997276,3,
88419996698,3,
88419996767,3,
88419996864,2,
88419996888,3,
88419996960,3,
88419997024,3,
88419997115,2,
88419951994,3,
88419952077,2,
88419952403,2,
88419952391,3,
88419952427,2,
88419952478,3,
88419952533,2,
88419952655,3,
88419872963,2,
88419873022,2,
88419873043,3,
88419873099,2,
88419873131,2,
88419873174,2,
88419873239,3,
88419873296,2,
88419873325,3,
88419873364,2,
88419874262,2,
88419731404,4,
88419731520,4,
88419731479,4,
88410584357,3,
88410584374,2,
88410584442,2,
88410584459,2,
88410584533,2,
88410584632,2,
88410584648,2,
88410584677,2,
88410584741,2,
88410584754,3,
88410584847,2,
88410584940,2,
88410585046,2,
88410585100,2,
88410585148,2,
88410585215,2,
88410585328,2,
88410585357,2,
88410585369,2,
88410585403,2,
88410585419,2,
88410585499,2,
88410585539,2,
88410585588,2,
88410585664,2,
88410585683,3,
88410585748,2,
88410585795,2,
88410585811,2,
88410585875,2,
88410585937,2,
88410585963,2,
88410586004,2,
88410586049,2,
88410586132,2,
88410586172,2,
88410586241,2,
88410586284,2,
88410586346,3,
88410586441,2,
88410586477,2,
88410586560,3,
88410586605,2,
88410586695,2,
88410586730,2,
88410586809,2,
88410586957,2,
88410587024,2,
88397110581,2,
88397110615,10,
88397110659,2,
88397110733,2,
88397110752,2,
88386724328,4,
88386724366,4,
88409328026,0.8333333333333334,
88409328043,0.8333333333333334,
88409328059,0.8333333333333334,
88409328092,0.8333333333333334,
88409328113,0.8333333333333334,
88409328158,0.8333333333333334,
88397918724,0.25,
88353489883,3,
88519278439,3,
8801382145677,2,
8801037091410,2,
8801382128465,3,
8801069175669,3,
88002101,4,
8801094113001,2,
8806002010977,2,
8801037087543,2,
8801037087550,2,
8801121103319,4,
8801037100070,2,
8801121103562,4,
8801121772669,4,
8801069402468,2,
8801097136618,2,
8809695254383,3,
8801097134416,2,
8801043064088,2,
8801047291138,2,
8801097134218,2,
8801094118006,3,
8801094133009,2,
8801097136519,2,
8801097160071,2,
8809695254222,2,
8801069400471,3,
8801105915419,2,
8801105911312,2,
8801069175614,3,
8801037091403,2,
8801056716011,2,
8801094963200,2,
8809296885801,2,
8809695254567,2,
8801094253004,2,
8801037035476,3,
8801047578390,10,
8801105911299,2,
8801105912692,2,
8801094203009,2,
8801037087741,2,
8801056831011,2,
8801056001667,2,
8801105912906,2,
8801105914818,2,
8801043450690,2,
8801037040029,3,
8801094983000,2,
8801047111849,4,
8801094414207,2,
8801105915006,2,
8801069402772,3,
8801056051723,2,
8801094413705,2,
8801001236045,2,
8801001236243,2,
8801056032159,2,
8801094513009,2,
8801105915761,2,
8809084011276,2,
8801105000535,2,
8801001238100,3,
8801056051921,2,
8801069400488,3,
8801094053208,2,
8801056297015,2,
4897036693339,2,
8801037039993,3,
8801037057843,2,
8801043650625,2,
8801094208004,3,
8801056018900,2,
8809695254550,2,
4897036693728,2,
8801056044503,2,
8801382150404,3,
4897036691120,2,
8801037064346,2,
8801128945073,2,
8801128945288,2,
8801007512259,2,
8801056063245,2,
8801056154011,2,
48970366691007,2,
8801105908787,2,
4897036692424,2,
8801037057867,2,
8801097150010,2,
8809482830493,3,
8801382130666,3,
4897036692073,2,
8801056048129,3,
8801056018948,2,
8801097150096,2,
8801105910124,2,
8801043450706,2,
8801094083007,2,
8801056018887,3,
8801121766347,3,
8801056043551,2,
8801056002107,3,
8801056002701,2,
8801128945462,2,
8809482830479,3,
8801043650700,4,
8806002005638,2,
8801097160064,2,
8801056610012,2,
8801094973001,2,
8801056177645,2,
8801056836016,2,
8801128900232,2,
8801001238148,2,
8801094953003,2,
8801094363000,2,
8801094013004,2,
8806002006239,3,
8886467100031,2,
8806002009254,3,
8886467114618,2,
8809296885009,2,
8801094363208,2,
8801007029658,2,
8801382128557,3,
8801128941228,3,
8801094503505,3,
8801043650182,4,
8801223000585,2,
8806002009094,2,
8801037042863,3,
8809482830110,3,
8801128941792,3,
8809482830486,3,
8801094133207,2,
8809482830059,3,
8886467100017,2,
8801043650199,4,
8886427100024,2,
8801128900201,3,
8801043650311,4,
8801047288602,3,
8801094018009,3,
8801223100803,2,
8801094113209,2,
8801069173986,2,
8801223124700,2,
8801056290016,3,
8801094503000,2,
8801223100209,2,
8801047290100,2,
8801223000561,2,
8801037009774,3,
8809482830066,3,
8801128946940,3,
8809482830769,3,
8801047291203,2,
8801094016203,2,
8801056038861,2,
8801069171067,3,
8801056028855,3,
8801223005924,3,
8801223100254,2,
1000577670001,2,
1000577670002,2,
1000577670003,2,
1000577670004,2,
1000577670005,2,
1000577670006,2,
8801382150503,2,
8801382150510,2,
8801382150497,2,
8801382150534,2,
8801382150527,2,
3582685092,2,
3582685075,2,
3582685151,2,
3582685362,2,
65d6efd428a27207227e22bc,2,
65d6f01f5340cb4393dd47df,2,
3787386067,4,
3787386295,4,
3787385316,4,
3787386949,4,
3787386731,3,
3787385675,3,
3787386956,3,
3787386427,3,
3787385281,2,
3787385325,2,
3787385563,2,
3787385665,2,
3787386179,2,
3787385470,2,
3787385739,2,
3787385967,2,
3787386720,2,
3787386090,2,
3787385819,2,
3787385580,2,
3787386515,2,
3787385000,2,
3812685147,2,
3812684835,2,
3812684845,2,
3812685162,2,
3812838938,2,
3812839161,2,
3812839164,2,
65f3e01d0d77872dd10dd179,2,
65f3e06f6af633608d9b0ee6,2,
65f3e10f60c8f20644b178ca,2,
65f3e15e09baf8aef61228a0,2,
65f3e193ee3ef97cbbe88ab8,2,
65f3e1ca532c75e9ab58e58a,2,
65f3e2f460c8f20644b17a11,3,
65f3e32232b438ba159ddcca,3,
65f3e360b3f71587b71cc3f2,4,
65f3e39432b438ba159ddcdc,4,
65f3dfe0ee3ef97cbbe889b0,2,
65f3e202bbed50cd28f3ccb8,2,
65f3e246b3f71587b71cc3c2,2,
65f3e27613de085c6da889b6,2,
65f3e2b45221a2b8dd4d4e0a,3,
3812838910,2,
3891661038,2,
3891661041,4,
3891661268,2,
3891678485,2,
3892031760,2,
3892031762,2,
3892031768,2,
3892031770,4,
6600e6998ca600ba1fa5de73,4,
6600e70f0f639c751632687a,2,
6600e7728ca600ba1fa5dec9,2,
6600e804f2d10bc3d38d6488,2,
608407,4,
608406,4,
6618bb1b2dece24d62e31b3b,2,
4054117211,2,
4054111334,2,
4218754041,3,
4218754207,3,
4218754236,3,
4218656473,3,
4218656488,3,
4218671473,3,
4218754043,3,
4218755931,3,
4218656466,3,
4218656680,3,
1005007007718733,4,
1005007009538592,3,
1005007009701414,3,
1005007009353881,3,
1005007008408575,3,
1005007009562611,3,
1005007009513675,3,
1005007008726172,3,
1005007008331700,3,
1005007008339588,3,
1005007008281792,2,
1005007009655530,2,
1005007009581653,2,
1005007009726436,2,
1005007008746041,2,
1005007009549666,2,
1005007008718170,2,
1005007009513781,2,
1005007008415572,2,
1005007008415494,2,
1005007009823020,2,
1005007009372878,2,
1005007009670607,2,
1005007009599651,2,
1005007008732092,2,
1005007009328927,2,
1005007009404863,2,
1005007009597676,2,
1005007009433806,2,
1005007009841008,2,
1005007008423673,2,
1005007009649592,2,
1005007009742381,2,
1005007009729410,2,
1005007009682519,2,
1005007009590620,2,
1005007009524716,2,
1005007008129978,0.833,
1005007008526120,0.833,
1005007008547107,0.833,
663463b40a851de80208ea09,3,
6634645d1e4cc92fcb1fd061,3,
663470aac38761c3cd6a3079,3,
6634633c0a851de80208e989,3,
66347256dd53ba60a746abe9,3,
1005007051234498,4,
1005007044738565,4,
1005007044824372,4,
1005007044835273,4,
1005007044927193,4,
1005007045035043,4,
1005007044542973,4,
1005007044797422,4,
1005007045054076,4,
1005007045094043,4,
1005007044763527,4,
1005007044862627,3,
1005007044901585,3,
1005007044820663,3,
1005007044903615,3,
1005007044828684,3,
1005007044660879,4,
1005007045049087,4,
1005007044787460,3,
1005007044927477,3,
1005007045036140,3,
1005007045019430,3,
1005007044978211,3,
1005007044754594,3,
1005007044702906,3,
1005007044669881,3,
1005007044885622,3,
1005007045085329,3,
1005007044706881,3,
1005007044699735,3,
1005007044808720,3,
1005007044803681,3,
1005007044821661,3,
1005007044871559,3,
1005007044965272,3,
1005007044764715,3,
1005007045075271,3,
1005007044807617,3,
1005007044653990,3,
1005007045140288,3,
1005007044818439,3,
1005007044715702,3,
1005007044900330,3,
1005007044853606,3,
1005007045134014,3,
1005007044663830,3,
1005007044811406,3,
1005007044785525,3,
1005007044927506,3,
1005007044661904,3,
1005007044849403,3,
1005007045052199,3,
1005007044969284,3,
1005007044964433,3,
1005007045042210,3,
1005007044997249,3,
1005007044907388,3,
1005007045154142,3,
1005007044822574,3,
1005007051610260,2,
1005007051215702,2,
1005007051593243,2,
1005007044756533,3,
1005007044865381,3,
1005007051198750,2,
1005007045576270,2,
1005007045625144,2,
1005007051402626,2,
1005007051496039,2,
1005007045409413,2,
1005007045420381,2,
1005007045344523,2,
1005007045421366,2,
1005007045271574,2,
1005007045143910,2,
1005007045216588,2,
1005007045581016,2,
1005007045183544,2,
1005007045328524,2,
1005007045523142,2,
1005007044761866,2,
1005007045229422,2,
1005007045451098,2,
1005007045434093,2,
1005007044953678,2,
1005007045404141,2,
1005007045055946,2,
1005007045284413,2,
1005007045511274,2,
1005007045231721,2,
1005007045025987,2,
1005007044971520,2,
1005007045590026,2,
1005007045516215,2,
1005007045147441,2,
1005007044965534,2,
1005007043805544,2,
1005007045483071,2,
1005007045287280,2,
1005007044958671,2,
1005007045592170,2,
1005007045627044,2,
1005007045399358,2,
1005007045144380,2,
1005007044933747,2,
1005007045213005,2,
1005007045122594,2,
1005007045330598,2,
1005007045377180,2,
1005007044982612,2,
1005007044713932,2,
1005007045062616,2,
1005007044801914,2,
1005007045088411,2,
1005007045271658,2,
1005007045492175,2,
1005007045389195,2,
1005007045185082,2,
1005007045179704,2,
1005007045205011,2,
1005007045559171,2,
1005007045545244,2,
1005007045077571,2,
1005007044874801,2,
1005007045174742,2,
1005007045356239,2,
1005007044803708,2,
1005007044977564,2,
1005007045157218,2,
1005007045531158,2,
1005007045255125,2,
1005007044871767,2,
1005007045562179,2,
1005007043989514,2,
1005007045324387,2,
1005007045615087,2,
1005007045278277,2,
1005007045207420,2,
1005007045173563,2,
1005007045319579,2,
1005007045473299,2,
1005007045002218,3,
1005007039272276,3,
8803993705738,0.833,
8803993705868,0.833,
1005007252343617,3,
1005007252523113,2,
1005007252562039,2,
4601907888,2,
4601916407,3,
4601985661,3,
4601908086,2,
4601985531,2,
4601985577,2,
4601985331,2,
4601985328,2,
4601908102,2,
4601907883,2,
1005007252056841,2,
667a5e2b5bad6998d7b9a3dd,2,
667a5f5c5ca1da067dc033ed,2,
667a5fc5c4f17e8c10065510,2,
667a602a373403d62ca1a56b,2,
667a60e0fd071b7f5cc56a70,3,
1005007339765055,2,
90437143294,2,
90437225463,2,
90444176240,2,
90444094926,2,
4602001189,2,
4601985712,2,
4601985594,2,
4601907886,2,
4601907895,2,
4601907881,2,
667a5e94f99fd6d10f5ae22c,2,
667a5ef78229c47bcc5bcdc6,2,
667a607b9a56f300e75d8d93,2,
16778177,2,
16778176,2,
16778175,2,
16778174,2,
16778173,2,
16778172,2,
16778171,2,
16778170,2,
16778169,2,
16778168,2,
16778167,3,
16778166,2,
16778165,2,
16778164,2,
16778163,2,
16778162,2,
16691087,0.2,
16691063,0.2,
16691088,0.2,
16691089,0.2,
16667106,0.833,
16666919,0.833,
16688877,0.833,
16667007,0.833,
16667107,0.833,
16666920,0.833,
16691145,0.5,
16691606,0.25,
16691040,0.1666,
16691645,4,
16704391,4,
16704372,4,
16704381,4,
16704371,4,
16691662,3,
16691661,3,
16691611,3,
1005007392502873,2,
4601985784,2,
4601907899,2,
667a5d3a8a5bd291a1c766bb,2,
1005007252189555,2,
17309848,3,
17393835,3,
17393888,2,
17393883,2,
17393952,3,
17393924,2,
17393922,2,
17393920,2,
17393919,2,
17393917,2,
17393891,2,
17393882,2,
17393880,2,
17393861,2,
17393859,2,
17393858,2,
17393847,3,
17393831,3,
17393777,3,
17393776,3,
17393775,3,
17309838,3,
17399374,2,
17398818,2,
17398449,2,
17398448,2,
17398447,2,
17396709,3,
17393926,2,
17393925,2,
17393923,2,
17393921,2,
17393916,2,
17393915,2,
17393914,2,
17393912,2,
17393911,2,
17393910,2,
17393900,2,
17393898,2,
17393897,2,
17393896,2,
17393895,2,
17393893,2,
17393886,2,
17393884,2,
17393879,2,
17393878,2,
17393877,2,
17393876,2,
17393873,2,
17393870,2,
17393869,2,
17393867,2,
17393860,2,
17393856,2,
17393853,2,
17393852,2,
17393849,3,
17393848,3,
17393841,3,
17393838,3,
17393836,3,
17393833,3,
17393832,3,
17393803,3,
17393802,3,
17393779,3,
17393774,3,
17393773,3,
17393772,3,
17393768,3,
17393767,3,
17309771,3,
17309686,3,
17309647,3,
17309640,3,
17309631,3,
17302264,3,
16690893,3,
1005007456855426,2,
1005007456663769,2,
1005007456555955,2,
1005007456822428,2,
1005007399621653,2,
1005007339880002,2,
1005007456855396,2,
1005007516920246,0.125,
1005007517394538,0.16666666666666666,
1005007517542215,0.16666666666666666,
1005007516711808,0.2,
1005007516996260,0.2,
1005007516829586,0.25,
1005007516954130,0.25,
1005007516747499,0.25,
1005007516965305,0.25,
1005007517661101,0.25,
1005007516834371,0.3333333333333333,
1005007516878151,0.3333333333333333,
1005007516783575,0.3333333333333333,
1005007517350529,0.3333333333333333,
1005007517382459,0.2,
1005007517509214,0.2,
657403,2,
66bc59a2bc7677d8b8308e6c,0.2,
4925596112,2,
90923235240,0.2,
16667195,0.25,
16691007,0.25,
16667098,0.25,
16667127,0.2,
16667099,0.3333333333333333,
16690906,0.3333333333333333,
16690930,0.2,
16688908,0.2,
16688862,0.16666666666666666,
16688919,0.16666666666666666,
16688832,0.2,
16688835,0.25,
16688928,0.2,
16688924,0.25,
16688918,0.2,
16688874,0.3333333333333333,
16688920,0.3333333333333333,
16688917,0.3333333333333333,
16688836,0.2,
16667101,0.25,
16688927,0.2,
16667193,0.25,
16667194,0.125,
16690939,0.25,
16690898,0.16666666666666666,
16688833,0.2,
16688834,0.16666666666666666,
16667103,0.25,
16688873,0.3333333333333333,
16667100,0.25,
16690973,0.3333333333333333,
16690899,0.2,
16690903,0.2,
16691734,0.25,
10759835788,0.25,
10759817524,0.25,
4944837229,0.25,
4944854140,0.25,
1005007517685158,0.2,
1005007517493341,0.2,
1005007517275858,0.2,
1005007568127634,0.25,
1005007517295764,0.25,
1005007517558301,0.2,
1005007517580171,0.25,
1005007517376959,0.25,
1005007517498421,0.3333333333333333,
1005007543402017,2,
66c2e6a99f274220e0c6a85b,0.25,
66c6e8bcbfc7909f4e8201bc,0.2,
66c6e956755d102ede1a6123,0.25,
90972806981,0.25,
90972716583,0.2,
90979246018,0.25,
TOP1,2,
TOP4,2,
TOP2,2,
TOP5,2,
TOP3,2,
TOP6,2,
5129995941,3,
5129995820,3,
5129995776,2,
5129995762,3,
5129995693,3,
5129995759,2,
5129995756,2,
5129995692,3,
5129995691,2,
5129995689,2,
5129842162,2,
5129842159,2,
5129842154,3,
5129842112,3,
5129842109,3,
5129842110,2,
5129842113,2,
5129842111,3,
5129842108,3,
5129842107,2,
1005007849502566,3,
1005007849437658,3,
1005007849526065,3,
1005007252262796,2,
1005007252098828,2,
1005007252170679,2,
1005007252484003,2,
1005007849505574,3,
1005007849382706,4,
449985,0.25,
5201884752,8,
5201884759,2,
5201884712,8,
5201884705,2,
5201884707,4,
5201884706,4,
5263468706,3,
5263468614,3,
1005008162311646,3,
1005008045660252,2,
1005008045811042,2,
1005008045531866,4,
1005008045818047,8,
1005008045530619,8,
1005008045509733,4,
5331856979,0.2,
5331856864,0.2,
5331856869,0.2,
5331856866,0.2,
91690140449,0.2,
91690123440,0.2,
676e3a5e71c82833ef085497,0.2,
676e3ae8ac22dd38803ff030,0.2,
1005008303294842,0.2,
1005008303429299,0.2,
1005007517429821,0.333,
91717089948,0.333,
91717061888,0.333,
91717004862,0.25,
5348485328,0.333,
5348485332,0.333,
1005008329041078,0.333,
5359792423,0.25,
5359792344,0.17,
5359792272,0.17,
5359792270,0.25,
91738404700,0.25,
91738397580,0.17,
1005007050926900,10,
5456279538,4,
5456279479,4,
5456279664,4,
5456279969,4,
5456279602,4,
5456279348,4,
5456279366,4,
5456664645,8,
5456695479,8,
5456664665,8,
5456695414,8,
5456664514,8,
5456695415,8,
5456664743,8,
5456695222,8,
5456664641,8,
5456695422,8,
5456664520,8,
5456695582,8,
5456664535,8,
5456694328,8,
5456664654,4,
5456695330,4,
5456588295,4,
5456588080,4,
5456588247,4,
5456588081,4,
5456588172,4,
5456588195,4,
5456664522,3,
5456695578,3,
5456588448,4,
5456664540,3,
5456695649,3,
5456664744,3,
5456664533,3,
5456695525,3,
5456695469,3,
5456664519,2,
5456694928,2,
5456664511,2,
5456695446,2,
5456664517,2,
5456695305,2,
5456664510,2,
5456695309,2,
5456664649,2,
5456695374,2,
5456664521,2,
5456695331,2,
5456664509,2,
5456695224,2,
5456664513,2,
5456695371,2,
1005008527533033,8,
1005008527437229,8,
1005008527452228,8,
1005008527519140,8,
1005008527554107,8,
1005008522948010,5,
1005007044249778,5,
1005007044181147,5,
1005008527608027,8,
1005008522993109,4,
1005008522977141,4,
1005008522828972,4,
1005008522937317,4,
1005008522885924,4,
1005008523070140,4,
1005008527078598,3,
1005008523021229,4,
1005008527274801,3,
1005008527462062,3,
1005008527254409,3,
1005008527090579,3,
1005008523690290,3,
1005008527350812,2,
1005008527617181,2,
1005008527247901,2,
1005008527283794,2,
1005008527571364,2,
1005008527508221,2,
1005008527626279,2,
1005008527660060,2,
1005007456770647,2,
67bfb37b1729831f484a8002,8,
67bfb3f1612c963519527e8f,8,
67bfb464ba8316dac0169fde,8,
67bfb6bc0670635cb8678bab,8,
67bfb6190670635cb86788ff,8,
67bfb22eba8316dac0168e4e,8,
67bfb13b14cff67c5aca6f61,8,
67bd63d9597fc3f92f727f65,4,
67bd77d696e7d37083b51120,4,
67bd783206110efad5699458,4,
67be6290eeb29c3a963db7c8,4,
67bfbb49fc9d817f40a98d8b,3,
67bd63247c8330bf851b06c7,4,
67bfbdc514cff67c5acad75e,3,
67bfbadcdb1fd48129dff83f,3,
67bd62a978d351685f528bcd,4,
67bfbcecdb1fd48129e006cd,3,
67bfbd37fc9d817f40a99b8b,3,
67bfbc793396249331348465,3,
67bfbb8ef64a7ed2b8b1c1ef,3,
67bfbbe65d4eda28103b577a,3,
67bfc056137ceb058c6ee70d,2,
67bfbf22ba8316dac016f1ac,2,
67bfbea7476367190fd41f9f,2,
67bfbe5a137ceb058c6ee219,2,
67bfc0f03127ca6a5901d7f0,2,
67bfc181d0fe6bdd17a8a04e,2,
67bfc1bdbea12fdd5fd929aa,2,
67bfc12df64a7ed2b8b1e9be,2,
67bfbed757c1c676b573d4fd,2,
67bd78ced5b98e808e6e2a04,4,
157200,4,
157202,4,
157203,4,
157204,4,
157205,4,
157206,4,
157207,4,
67491bdd77151d925da80b1b,3,
756833,4,
756832,4,
756831,4,
756830,4,
756829,4,
756828,4,
756827,4,
P00000XX,4,
P00000XY,4,
P00000XZ,4,
P00000YA,3,
P00000YB,4,
P00000YC,4,
P00000YD,4,
P00000YE,4,
P00000UJ,0.8333333333333334,
P00000UK,0.8333333333333334,
P00000UM,0.8333333333333334,
P00000UO,0.8333333333333334,
P00000UQ,0.8333333333333334,
P00000US,0.8333333333333334,
P00000UT,0.8333333333333334,
5734110188,4,
5734110152,3,
5734110069,2,
5734109999,2,
5734109957,3,
5734109950,2,
5734109888,2,
5734109837,2,
5734109800,2,
5734109724,2,
5734109714,2,
5734077565,2,
5734077518,2,
5734077498,2,
5734077491,2,
5734077455,2,
5734077444,4,
5734077437,2,
5734077434,2,
5734077364,2,
5734077365,3,
5734077362,3,
93299796938,12,
93299796928,6,
93299796936,2,
93299796935,8,
93299796933,3,
93299796931,4,
93299796937,10,
93299796929,7,
93299796930,1,
93299796932,5,
93299796927,9,
93299796934,11,
93299451723,15,
93299451692,8,
93299451720,12,
93299451716,5,
93299451703,6,
93299451715,13,
93299451693,14,
93299451705,22,
93299451717,2,
93299451712,3,
93299451714,4,
93299451710,9,
93299451707,11,
93299451719,16,
93299451702,17,
93299451722,18,
93299451721,19,
93299451708,20,
93299451724,23,
93299451698,24,
93299451697,21,
93299451713,1,
93299451718,7,
93299451709,10,
93299906350,22,
93299906342,9,
93299906343,23,
93299906347,10,
93299906335,18,
93299906352,17,
93299906355,2,
93299906346,1,
93299906340,3,
93299906341,4,
93299906338,5,
93299906358,6,
93299906337,7,
93299906348,8,
93299906351,11,
93299906339,12,
93299906345,13,
93299906359,14,
93299906354,15,
93299906357,16,
93299906349,19,
93299906356,20,
93299906353,21,
93299906344,24,
93299188818,2,
93299188816,12,
93299188815,4,
93299188814,1,
93299188809,3,
93299188810,5,
93299188813,6,
93299188811,7,
93299188808,8,
93299188817,9,
93299188812,10,
93299188807,11,
93299746061,22,
93299746055,4,
93299746064,18,
93299746073,2,
93299746071,8,
93299746052,10,
93299746049,3,
93299746062,9,
93299746053,13,
93299746066,11,
93299746058,24,
93299746057,20,
93299746054,21,
93299746060,14,
93299746070,17,
93299746065,19,
93299746051,23,
93299746048,12,
93299746056,5,
93299746069,6,
93299746050,1,
93299746076,7,
93299746059,15,
93299746068,16,
93299978858,23,
93299978859,7,
93299978867,18,
93299978860,19,
93299978854,4,
93299978868,22,
93299978847,5,
93299978852,20,
93299978849,11,
93299978862,13,
93299978851,14,
93299978866,1,
93299978861,2,
93299978870,3,
93299978848,6,
93299978850,8,
93299978853,9,
93299978869,10,
93299978865,12,
93299978856,15,
93299978855,16,
93299978863,17,
93299978857,21,
93299978864,24,
93310602148,22,
93310602135,14,
93310602146,10,
93310602149,11,
93310602154,13,
93310602141,3,
93310602138,4,
93310602144,7,
93310602143,15,
93310602152,2,
93310602150,5,
93310602139,6,
93310602156,8,
93310602136,9,
93310602159,16,
93310602155,17,
93310602140,1,
93310602134,12,
93310602151,18,
93310602157,19,
93310602153,20,
93310602142,21,
93310602147,23,
93310602137,24,
93300041376,2,
93300041374,16,
93300041403,7,
93300041382,24,
93300041387,21,
93300041375,10,
93300041377,17,
93300041384,18,
93300041378,19,
93300041400,1,
93300041395,3,
93300041380,4,
93300041391,5,
93300041385,6,
93300041389,8,
93300041392,9,
93300041398,11,
93300041379,12,
93300041401,13,
93300041386,14,
93300041381,15,
93300041390,20,
93300041402,22,
93300041383,23,
93299841558,5,
93299841559,6,
93299841557,10,
93299841549,12,
93299841556,2,
93299841551,3,
93299841555,8,
93299841552,7,
93299841550,1,
93299841553,4,
93299841554,9,
93299841560,11,
93310632598,16,
93310632588,17,
93310632608,12,
93310632605,4,
93310632603,10,
93310632595,5,
93310632589,11,
93310632585,6,
93310632594,20,
93310632602,8,
93310632597,14,
93310632592,18,
93310632604,24,
93310632584,1,
93310632593,9,
93310632600,15,
93310632586,19,
93310632601,7,
93310632596,13,
93310632591,21,
93310632590,3,
93310632587,2,
93310632607,22,
93310632599,23,
93338946351,23,
93338946338,22,
93338946340,21,
93338946332,20,
93338946344,19,
93338946345,18,
93338946341,17,
93338946336,16,
93338946330,15,
93338946329,14,
93338946343,13,
93338946349,12,
93338946339,11,
93338946331,10,
93338946348,9,
93338946334,8,
93338946333,7,
93338946350,6,
93338946347,5,
93338946342,4,
93338946335,3,
93338946352,2,
93338946337,1,
93385133544,8,
93385133543,3,
93385133548,7,
93385133545,2,
93385133547,6,
93385133549,1,
93385133542,4,
93385133546,5,
93374386408,5,
93374386395,6,
93374386385,4,
93374386390,3,
93374386377,1,
93374386415,2,
93374386399,8,
93374386393,9,
93374386396,10,
93374386370,12,
93374386406,13,
93374386372,14,
93374386383,15,
93374386400,16,
93374386381,17,
93374386367,18,
93374386371,19,
93374386369,22,
93374386366,23,
93374386401,24,
93374386386,7,
93374386397,11,
93374386409,20,
93374386387,21,
93385266242,6,
93385266238,5,
93385266245,4,
93385266237,3,
93385266236,2,
93385266239,1,
93384739518,4,
93384739543,3,
93384739538,2,
93384739517,1,
93384735966,25,
93384735973,31,
93384735958,15,
93384739524,33,
93384735960,21,
93384739545,26,
93384735963,7,
93384735961,16,
93384735965,4,
93384739548,15,
93384739512,16,
93384739531,8,
93384739535,5,
93384739565,6,
93384739522,7,
93384739529,9,
93384739525,12,
93384739520,13,
93384739540,14,
93384739526,17,
93384739514,21,
93384739542,22,
93384739516,23,
93384739556,24,
93384739528,25,
93384739530,27,
93384739547,30,
93384739568,31,
93384739559,32,
93384739519,34,
93384739515,35,
93384739551,36,
93384735953,1,
93384735975,2,
93384735968,3,
93384735971,5,
93384735955,6,
93384735962,8,
93384735974,10,
93384735951,11,
93384735956,12,
93384735967,13,
93384735978,14,
93384735985,17,
93384735984,18,
93384735979,19,
93384735952,20,
93384735981,22,
93384735970,23,
93384735977,24,
93384735982,26,
93384735983,27,
93384735964,34,
93384735954,35,
93384735957,36,
93384739532,11,
93384735969,30,
93384739523,10,
93384739557,18,
93384739552,19,
93384739513,20,
93384739521,28,
93384739534,29,
93384735980,9,
93384735976,28,
93384735972,29,
93384735959,32,
93384735986,33,
93384450509,34,
93384450478,12,
93384450510,28,
93384450499,16,
93384450489,17,
93384450490,9,
93384450514,11,
93384450493,36,
93384450491,35,
93384450503,32,
93384450513,31,
93384450494,24,
93384450477,23,
93384450495,19,
93384450500,3,
93384450486,4,
93384450496,14,
93384450481,15,
93384450506,21,
93384450504,22,
93384450498,33,
93384450492,2,
93384450487,6,
93384450483,7,
93384450480,8,
93384450485,18,
93384450502,20,
93384450512,25,
93384450497,26,
93384450482,27,
93384450505,29,
93384450488,30,
93384450508,10,
93384450507,5,
93384450479,1,
93384450501,13,
93384858176,25,
93384858150,6,
93384858193,5,
93384858187,4,
93384858190,3,
93384858195,24,
93384858154,2,
93384858202,1,
93384858189,23,
93384858178,47,
93384858184,48,
93384858199,22,
93384858156,46,
93384858180,35,
93384858162,32,
93384858167,33,
93384858155,34,
93384858158,42,
93384858168,31,
93384858174,36,
93384858188,37,
93384858160,38,
93384858161,39,
93384858196,40,
93384858166,43,
93384858175,44,
93384858172,41,
93384858181,21,
93384858151,45,
93384858153,28,
93384858157,26,
93384858152,29,
93384858179,27,
93384858171,30,
93384858169,18,
93384858163,14,
93384858170,9,
93384858177,7,
93384858164,20,
93384858182,16,
93384858186,17,
93384858191,10,
93384858183,13,
93384858192,15,
93384858194,19,
93384858198,8,
93384858185,11,
93384858173,12,
93384604479,29,
93384604504,28,
93384604507,30,
93384604485,7,
93384604508,18,
93384604515,8,
93384604512,19,
93384604500,14,
93384604481,15,
93384604483,10,
93384604499,1,
93384604494,2,
93384604492,20,
93384604497,21,
93384604484,22,
93384604490,3,
93384604493,4,
93384604505,5,
93384604495,6,
93384604514,9,
93384604498,12,
93384604489,13,
93384604513,16,
93384604506,17,
93384604491,24,
93384604511,25,
93384604501,26,
93384604486,27,
93384604482,11,
93384604503,31,
93384604502,32,
93384604496,23,
93384604509,33,
93384604488,34,
93384604510,35,
