상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드,리테일규격,입수,품절여부
8801223100179,8801223100179,일화 초정 탄산수 500ml,17000.0,17000.0,0.0,0.0,0.0,,,,500ml,20,N
8801223110512,8801223110512,일화 탑씨 오렌지 1.5L,13000.0,13000.0,0.0,0.0,0.0,,,,1.5L,12,N
8801223103842,8801223103842,일화 탑씨 콜라 1.5L,13000.0,13000.0,0.0,0.0,0.0,,,,1.5L,12,N
8801223110574,8801223110574,일화 탑씨 파인애플 1.5L,13000.0,13000.0,0.0,0.0,0.0,,,,1.5L,12,N
8801223110550,8801223110550,일화 탑씨 포도 1.5L,13000.0,13000.0,0.0,0.0,0.0,,,,1.5L,12,N
8801223000561,8801223000561,일화 한라봉에이드 350ml 캔,23710.0,23710.0,0.0,0.0,0.0,,,,350ml,48,N
8801223000585,8801223000585,일화 헛개차 340ml,21460.0,21460.0,0.0,0.0,0.0,,,,340ml,40,N
8801037009774,8801037009774,동서 제티초코 175ml,41940.0,41940.0,0.0,0.0,0.0,,,,175ml,90,N
8801094503505,8801094503505,조지아 오리지날 캔커피 175ml,31550.0,31550.0,0.0,0.0,0.0,,,,175ml,90,N
8801001236076,8801001236076,진로 토닉워터 300ml,17930.0,17930.0,0.0,0.0,0.0,,,,300ml,24,N
8801001236199,8801001236199,진로 토닉워터 600ml,22240.0,22240.0,0.0,0.0,0.0,,,,600ml,20,N
8801001236342,8801001236342,진로 토닉워터 깔라만씨 300ml,17830.0,17830.0,0.0,0.0,0.0,,,,300ml,24,N
8801001236243,8801001236243,진로 토닉워터 제로 300ml,33610.0,33610.0,0.0,0.0,0.0,,,,300,48,N
8801001236045,8801001236045,진로 토닉워터 캔 250ml,31700.0,31700.0,0.0,0.0,0.0,,,,250ml,60,N
8809482830059,8809482830059,참맑은 망고 캔 175ml (30개입),24200.0,24200.0,0.0,0.0,0.0,,,,175ml*30,3,N
8809482830769,8809482830769,참맑은 매실 캔 175ml (30개입),24000.0,24000.0,0.0,0.0,0.0,,,,175ml*30,3,N
8809482830110,8809482830110,참맑은 복숭아 캔 175ml (30개입),24010.0,24010.0,0.0,0.0,0.0,,,,175ml*30,3,N
8809482830486,8809482830486,참맑은 제주감귤 캔 175ml,24100.0,24100.0,0.0,0.0,0.0,,,,175ml,90,N
8809482830479,8809482830479,참맑은 토마토 175ml,24300.0,24300.0,0.0,0.0,0.0,,,,175ml,90,N
8809482830493,8809482830493,참맑은 파인애플 캔 175ml,23710.0,23710.0,0.0,0.0,0.0,,,,175ml,90,N
8801056177645,8801056177645,칠성사이다 제로 355ml 24개(업소용),33710.0,33710.0,0.0,0.0,0.0,,,,355ml,24,N
8801043650182,8801043650182,카프리썬  200ml  오렌지,21560.0,21560.0,0.0,0.0,0.0,,,,200ml,40,N
8801043650700,8801043650700,카프리썬 200ml 사과,22000.0,22000.0,0.0,0.0,0.0,,,,200ml,40,N
8801043650199,8801043650199,카프리썬 사파리 200ml,22000.0,22000.0,0.0,0.0,0.0,,,,200ml,40,N
8801043650311,8801043650311,카프리썬 오렌지망고 200ml,22000.0,22000.0,0.0,0.0,0.0,,,,200ml,40,N
8801056094591,8801056094591,칸타타 콘트라베이스 콜드브루 블랙 500ml,31160.0,31160.0,0.0,0.0,0.0,,,,500ml,24,N
8801094983000,8801094983000,캐나다드라이 진저엘 캔 250ml,33320.0,33320.0,0.0,0.0,0.0,,,,250ml,60,N
8801094953003,8801094953003,캐나다드라이 토닉워터 캔 250ml,33220.0,33220.0,0.0,0.0,0.0,,,,250ml,60,N
8801083001425,8801083001425,켈로그 콘푸로스트 600g,45470.0,45470.0,0.0,0.0,0.0,,,,600g,12,N
1000577670001,1000577670001,코라콜라 제로 (업소용) 355ml,38600.0,38600.0,0.0,0.0,0.0,,,,355ml,48,N
1000577670005,1000577670005,코카콜라 (업소용) 355ml,38600.0,38600.0,0.0,0.0,0.0,,,,355ml,48,N
8801094012403,8801094012403,코카콜라 1.5L,33410.0,33410.0,0.0,0.0,0.0,,,,1.5L,12,N
8801094018009,8801094018009,코카콜라 190ml,48700.0,48700.0,0.0,0.0,0.0,,,,190ml,90,N
8801094013004,8801094013004,코카콜라 250ml,52820.0,52820.0,0.0,0.0,0.0,,,,250ml,60,N
8801094016203,8801094016203,코카콜라 355ml -일반용,42400.0,42400.0,0.0,0.0,0.0,,,,355ml,48,N
8801094017606,8801094017606,코카콜라 500ml -일반용,41000.0,41000.0,0.0,0.0,0.0,,,,500ml,24,N
8801094053208,8801094053208,코카콜라 닥터페퍼 350ml,32240.0,32240.0,0.0,0.0,0.0,,,,350ml,48,N
8801094082604,8801094082604,코카콜라 제로 500ml,26750.0,26750.0,0.0,0.0,0.0,,,,500ml,24,N
8801094503000,8801094503000,코카콜라 조지아 오리지날240ml,32400.0,32400.0,0.0,0.0,0.0,,,,240ml,60,N
8801094363000,8801094363000,코카콜라 파워에이드 240ml,27930.0,27930.0,0.0,0.0,0.0,,,,240ml,60,N
8801094132705,8801094132705,코카콜라 환타 파인애플맛 600ml,32140.0,32140.0,0.0,0.0,0.0,,,,600ml,24,N
8801105914818,8801105914818,코코팜 망고 코코넛 340ml,32000.0,32000.0,0.0,0.0,0.0,,,,340ml,48,N
8801094413705,8801094413705,토레타 240ml,28810.0,28810.0,0.0,0.0,0.0,,,,240,60,N
8801094414207,8801094414207,토레타 355ml,30600.0,30600.0,0.0,0.0,0.0,,,,340ml,48,N
8801094412005,8801094412005,토레타 500ml,22900.0,22900.0,0.0,0.0,0.0,,,,500ml,24,N
8801037087741,8801037087741,티오피 더블랙 275ml,46640.0,46640.0,0.0,0.0,0.0,,,,275ml,48,N
8801094362409,8801094362409,파워에이드 1.5L,25180.0,25180.0,0.0,0.0,0.0,,,,1.5L,12,N
8801094363208,8801094363208,파워에이드 355ml,32240.0,32240.0,0.0,0.0,0.0,,,,340ml,48,N
8801094362706,8801094362706,파워에이드 600ml 페트,26950.0,26950.0,0.0,0.0,0.0,,,,600ml,20,N
8801128946940,8801128946940,팔도 비락밥알없는식혜 175ml,27930.0,27930.0,0.0,0.0,0.0,,,,175ml,90,N
8801128503051,8801128503051,팔도 비빔면 멀티팩,33410.0,33410.0,0.0,0.0,0.0,,,,5입*8,8,N
8801128945288,8801128945288,팔도 뽀로로 딸기맛 235ml,37900.0,37900.0,0.0,0.0,0.0,,,,235ml,48,N
8801128945073,8801128945073,팔도 뽀로로 밀크맛 235ml,37800.0,37800.0,0.0,0.0,0.0,,,,235ml,48,N
8809296885009,8809296885009,팔도 뽀로로 보리차 220ml,37600.0,37600.0,0.0,0.0,0.0,,,,220ml,48,N
8809296885801,8809296885801,팔도 뽀로로 블루베리 235ml,38200.0,38200.0,0.0,0.0,0.0,,,,235ml,48,N
8801128945462,8801128945462,팔도 뽀로로 사과맛 235ml,37800.0,37800.0,0.0,0.0,0.0,,,,235ml,48,N
8801128503211,8801128503211,팔도 왕뚜껑 컵라면 110g,21750.0,21750.0,0.0,0.0,0.0,,,,110g,18,N
8801128503693,8801128503693,팔도 일품 해물라면 봉지라면,29300.0,29300.0,0.0,0.0,0.0,,,,120g*5,8,N
8801128503488,8801128503488,팔도 짬뽕왕뚜껑 110g,21650.0,21650.0,0.0,0.0,0.0,,,,110g,18,N
8801128508858,8801128508858,팔도 틈새라면 빨계떡,38220.0,38220.0,0.0,0.0,0.0,,,,120g,40,N
8801128900232,8801128900232,비락 수정과 238ml,28910.0,28910.0,0.0,0.0,0.0,,,,238ml,48,N
1000577670002,1000577670002,펩시콜라 제로 (업소용) 355ml,30770.0,30770.0,0.0,0.0,0.0,,,,355ml,48,N
8809269065056,8809269065056,펭귄  HC꽁치 400g(강구나루),63890.0,63890.0,0.0,0.0,0.0,,,,400g,24,N
8809398060045,8809398060045,펭귄 강구나루 황도슬라이스 400g,32300.0,32300.0,0.0,0.0,0.0,,,,400g,24,N
8809294010601,8809294010601,펭귄 고등어 통조림 400g,56350.0,56350.0,0.0,0.0,0.0,,,,400g,24,N
8809294010588,8809294010588,펭귄 꽁치(한마리) 400g,78000.0,78000.0,0.0,0.0,0.0,,,,400g,24,N
8809269065070,8809269065070,펭귄HC 강구나루 고등어 400g[T],40180.0,40180.0,0.0,0.0,0.0,,,,400g,24,N
8809398060113,8809398060113,펭귄 황도 슬라이스 400g,29490.0,29490.0,0.0,0.0,0.0,,,,400g,24,N
8801105901009,8801105901009,포도봉봉 238ml,15870.0,15870.0,0.0,0.0,0.0,,,,238ml,24,N
8801101888434,8801101888434,피죤 블루비앙카 3L,15970.0,15970.0,0.0,0.0,0.0,,,,2900ml,4,N
8801101168802,8801101168802,피죤 블루비앙카 리필 4.2L (2100ml+2100ml),23420.0,23420.0,0.0,0.0,0.0,,,,2100*2,4,N
8801101168819,8801101168819,피죤 옐로우미모사 리필 4.2L (2100ml+2100ml),23420.0,23420.0,0.0,0.0,0.0,,,,2100*2,4,N
8801101888410,8801101888410,피죤 핑크로즈 3L,15970.0,15970.0,0.0,0.0,0.0,,,,2900ml,4,N
8801101168796,8801101168796,피죤 핑크로즈 리필 4.2L (2100ml+2100ml),23420.0,23420.0,0.0,0.0,0.0,,,,2100*2,4,N
8801121766347,8801121766347,피크닉 청포도맛 200ml,30100.0,30100.0,0.0,0.0,0.0,,,,200ml,72,N
8801001238049,8801001238049,블랙보리 520ml,17300.0,17300.0,0.0,0.0,0.0,,,,520ml,20,N
8801001236328,8801001236328,하이트진로 토닉워터 홍차 제로 300ml,18300.0,18300.0,0.0,0.0,0.0,,,,300ml,24,N
8801074256308,8801074256308,한성 런천미트 200g,26460.0,26460.0,0.0,0.0,0.0,,,,200g,24,N
8801046979495,8801046979495,항균 트리오 1kg,27830.0,27830.0,0.0,0.0,0.0,,,,1kg,12,N
8801046979501,8801046979501,항균 트리오 2kg,21070.0,21070.0,0.0,0.0,0.0,,,,2kg,6,N
8801105000863,8801105000863,해태 갈아만든배 1.5L,28910.0,28910.0,0.0,0.0,0.0,,,,1.5L,12,N
8801105915006,8801105915006,해태 갈아만든배 340ml,34200.0,34200.0,0.0,0.0,0.0,,,,340ml,48,N
8801105915426,8801105915426,해태 갈아만든배 사이다 1.5L,24990.0,24990.0,0.0,0.0,0.0,,,,1.5L,12,N
8801105915419,8801105915419,해태 갈아만든배 사이다 355ml,30080.0,30080.0,0.0,0.0,0.0,,,,355ml,48,N
8801105000535,8801105000535,해태 갈아만든배 캔 238ml,30300.0,30300.0,0.0,0.0,0.0,,,,238ml,48,N
8801105915761,8801105915761,해태 복숭아봉봉 340ml,33400.0,33400.0,0.0,0.0,0.0,,,,340ml,48,N
8801105911312,8801105911312,해태 코코팜 포도 340ml 캔,32100.0,32100.0,0.0,0.0,0.0,,,,340ml,48,N
8801105912692,8801105912692,해태 코코팜 피치핑크 캔 340ml,31900.0,31900.0,0.0,0.0,0.0,,,,340ml,48,N
8801105910124,8801105910124,해태 코코팜피치핑크 240ml,35400.0,35400.0,0.0,0.0,0.0,,,,240,60,N
8801105908787,8801105908787,해태 코코팜화이트 240ml,35800.0,35800.0,0.0,0.0,0.0,,,,240,60,N
8801105911299,8801105911299,해태 포도봉봉 340ml,32100.0,32100.0,0.0,0.0,0.0,,,,340ml,48,N
8801046979525,8801046979525,향균 트리오 과일세척용 3kg,22540.0,22540.0,0.0,0.0,0.0,,,,3kg,4,N
8806004000358,8806004000358,현대 미에로화이바 기획증정용 1.2L 총,17640.0,17640.0,0.0,0.0,0.0,,,,1.2L,12,N
8806004000471,8806004000471,현대 헬씨 올리고 100ml,40860.0,40860.0,0.0,0.0,0.0,,,,100ml,100,N
8806004308225,8806004308225,현대약품 비타업 100ml 1,38020.0,38020.0,0.0,0.0,0.0,,,,100ml,100,N
8806004382119,8806004382119,현대제약 미에로화이바 210ml,33220.0,33220.0,0.0,0.0,0.0,,,,210ml,40,N
8806004407133,8806004407133,현대제약 미에로화이바 350ml,24590.0,24590.0,0.0,0.0,0.0,,,,350ml,24,N
8801094112400,8801094112400,환타 오렌지 1.5L,25080.0,25080.0,0.0,0.0,0.0,,,,1.5L,12,N
8801094113209,8801094113209,환타 오렌지 캔 355ml(업소용),31060.0,31060.0,0.0,0.0,0.0,,,,355ml,48,N
8801094112707,8801094112707,환타 오렌지 페트 600ml,32140.0,32140.0,0.0,0.0,0.0,,,,600ml,24,N
8801094133207,8801094133207,환타 파인 355ml(업소용),31700.0,31700.0,0.0,0.0,0.0,,,,355ml,48,N
8801094132408,8801094132408,환타 파인애플맛 1.5L,24100.0,24100.0,0.0,0.0,0.0,,,,1.5L,12,N
8801094122409,8801094122409,환타 포도맛 1.5L,25080.0,25080.0,0.0,0.0,0.0,,,,1.5L,12,N
8801007188508,8801007188508,(품절임박)CJ 스팸 복합 1호/5세트[T],104660.0,104660.0,0.0,0.0,0.0,,,,(스팸클200g*6+카놀라유500ml*2)*5,5,N
