상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드,수수료raw,옵션번호,옵션명
249761,28-52,현대제약 미에로화이바 350ml 24개,24400.0,30400.0,3000.0,0.0,0.0,,,,4.5,510454,현대제약 미에로화이바 350ml 24개
249760,21-07,남양 17차 340ml 20개,11000.0,17000.0,3000.0,0.0,0.0,,,,4.5,510453,남양 17차 340ml 20개
249759,35-27-02,참맑은 비타엔 캔 175ml 30개,8800.0,14800.0,3000.0,0.0,0.0,,,,4.5,510452,참맑은 비타엔 캔 175ml 30개
249757,31-44,환타 오렌지 1.5L 12개,24300.0,30300.0,3000.0,0.0,0.0,,,,4.5,510450,환타 오렌지 1.5L 12개
249756,20-13,매일 피크닉 사과맛 200ml 24개,9600.0,15600.0,3000.0,0.0,0.0,,,,4.5,510449,매일 피크닉 사과맛 200ml 24개
249755,20-10,광동 쌍화골드 100ml 100개,48800.0,54800.0,3000.0,0.0,0.0,,,,4.5,510448,광동 쌍화골드 100ml 100개
249754,22-56,해태 영진구론산 오리지날 150ml 30개,18600.0,24600.0,3000.0,0.0,0.0,,,,4.5,510447,해태 영진구론산 오리지날 150ml 30개
249753,20-12-01,광동 위생천 75ml 100개,43200.0,49200.0,3000.0,0.0,0.0,,,,4.5,510446,광동 위생천 75ml 100개
249752,35-01,참맑은 옥수수 수염차 175ml 30캔,7600.0,13600.0,3000.0,0.0,0.0,,,,4.5,510445,참맑은 옥수수 수염차 175ml 30캔
249751,23-19,웅진 초록매실180ml 30개,8700.0,14700.0,3000.0,0.0,0.0,,,,4.5,510444,웅진 초록매실180ml 30개
249750,23-17,웅진 하늘보리 1.5L 12개,14800.0,20800.0,3000.0,0.0,0.0,,,,4.5,510443,웅진 하늘보리 1.5L 12개
249748,26-05,웅진 가야 복숭아농장 1.5L 12개,28200.0,34200.0,3000.0,0.0,0.0,,,,4.5,510441,웅진 가야 복숭아농장 1.5L 12개
249745,26-10,웅진 가야 사과농장 1.5L 12개,26200.0,32200.0,3000.0,0.0,0.0,,,,4.5,510438,웅진 가야 사과농장 1.5L 12개
249744,35-05,참맑은 홍차 175ml 30개,7900.0,13900.0,3000.0,0.0,0.0,,,,4.5,510437,참맑은 홍차 175ml 30개
249741,35-06,참맑은 헛개차 175ml  30캔,7600.0,13600.0,3000.0,0.0,0.0,,,,4.5,510434,참맑은 헛개차 175ml  30캔
249739,23-333,웅진 광명찾은 결명자차 500ml 20개,13600.0,19600.0,3000.0,0.0,0.0,,,,4.5,510432,웅진 광명찾은 결명자차 500ml 20개
249736,28-13-05,현대약품 비타업 100ml 100개,34000.0,40000.0,3000.0,0.0,0.0,,,,4.5,510429,현대약품 비타업 100ml 100개
249734,28-50,미에로화이바 100ml 100개,47800.0,53800.0,3000.0,0.0,0.0,,,,4.5,510427,미에로화이바 100ml 100개
249733,26-04,웅진 가야 토마토농장 1.5L 12개,27900.0,33900.0,3000.0,0.0,0.0,,,,4.5,510426,웅진 가야 토마토농장 1.5L 12개
249732,26-06,가야 당근 농장 1.5L 12개,35200.0,41200.0,3000.0,0.0,0.0,,,,4.5,510425,가야 당근 농장 1.5L 12개
249730,23-23,웅진 자연은 알로에 1.5L 12개,27900.0,33900.0,3000.0,0.0,0.0,,,,4.5,510423,웅진 자연은 알로에 1.5L 12개
249729,23-28,웅진 자연은 토마토 1.5L 12개,28100.0,34100.0,3000.0,0.0,0.0,,,,4.5,510422,웅진 자연은 토마토 1.5L 12개
249728,23-29,웅진 자연은 토마토 500ml 20개,26400.0,32400.0,3000.0,0.0,0.0,,,,4.5,510421,웅진 자연은 토마토 500ml 20개
249727,26-27-02,웅진 티즐 제로 유자 그린티 500ml 20개,17200.0,23200.0,3000.0,0.0,0.0,,,,4.5,510420,웅진 티즐 제로 유자 그린티 500ml 20개
249726,26-27-03,웅진 티즐 제로 피치우롱티 500ml 20개,17200.0,23200.0,3000.0,0.0,0.0,,,,4.5,510419,웅진 티즐 제로 피치우롱티 500ml 20개
249725,26-27-04,웅진 티즐 제로 자몽블랙티 500ml 20개,17200.0,23200.0,3000.0,0.0,0.0,,,,4.5,510418,웅진 티즐 제로 자몽블랙티 500ml 20개
249724,26-27-05,웅진 티즐 제로 피치얼그레이  500ml 20개,17800.0,23800.0,3000.0,0.0,0.0,,,,4.5,510417,웅진 티즐 제로 피치얼그레이  500ml 20개
249723,26-27-06,웅진 티즐 제로 라임민트티 500ml 20개,17800.0,23800.0,3000.0,0.0,0.0,,,,4.5,510416,웅진 티즐 제로 라임민트티 500ml 20개
249722,23-35-01,웅진 헛개차 1.5L 12펫,15400.0,21400.0,3000.0,0.0,0.0,,,,4.5,510415,웅진 헛개차 1.5L 12펫
249721,23-39..,웅진 옥수수수염차 1.5L 12개,14200.0,20200.0,3000.0,0.0,0.0,,,,4.5,510414,웅진 옥수수수염차 1.5L 12개
249720,23-333-01,웅진 결명자차 1.5L 12개,14200.0,20200.0,3000.0,0.0,0.0,,,,4.5,510413,웅진 결명자차 1.5L 12개
249719,23-15,웅진 자연은 고칼슘오렌지1.5L 12개,34300.0,40300.0,3000.0,0.0,0.0,,,,4.5,510412,웅진 자연은 고칼슘오렌지1.5L 12개
249718,28-13,현대 헬씨 올리고 100ml 100병,48600.0,54600.0,3000.0,0.0,0.0,,,,4.5,510411,현대 헬씨 올리고 100ml 100병
249716,38-09-03,동화 까스활 75ml 120개,90800.0,96800.0,3000.0,0.0,0.0,,,,4.5,510409,동화 까스활 75ml 120개
249711,01-40,농심 프링글스 오리지날 110g 12개,20800.0,26800.0,3000.0,0.0,0.0,,,,6,510404,농심 프링글스 오리지날 110g 12개
249709,01-42,농심 프링글스 핫 앤 스파이시 110g 12개,21100.0,27100.0,3000.0,0.0,0.0,,,,6,510402,농심 프링글스 핫 앤 스파이시 110g 12개
249708,16-51-03,동원 친친오리지널 치즈 소시지 80g 10개,6300.0,12300.0,3000.0,0.0,0.0,,,,6.5,510401,동원 친친오리지널 치즈 소시지 80g 10개
249702,15-43-03,백설 갈색설탕 3kg 6개,43200.0,49200.0,3000.0,0.0,0.0,,,,5,510395,백설 갈색설탕 3kg 6개
249701,15-87-04,백설 요리 올리고당1.2kg 9개,30200.0,36200.0,3000.0,0.0,0.0,,,,5.5,510394,백설 요리 올리고당1.2kg 9개
249695,08-32,백설 포도씨유 900ml 12개,78900.0,84900.0,3000.0,0.0,0.0,,,,5,510388,백설 포도씨유 900ml 12개
249694,10-14,유동 뚝배기 번데기탕(얼큰한 맛) 280g 24개,39600.0,45600.0,3000.0,0.0,0.0,,,,5,510387,유동 뚝배기 번데기탕(얼큰한 맛) 280g 24개
249693,14-01,펭귄 꽁치(한마리) 400g 24개,87700.0,93700.0,3000.0,0.0,0.0,,,,5,510386,펭귄 꽁치(한마리) 400g 24개
249692,10-07,유동 번데기 130g 48개,38300.0,44300.0,3000.0,0.0,0.0,,,,5,510385,유동 번데기 130g 48개
249691,14-02-02,펭귄 고등어 통조림 400g 24개,65100.0,71100.0,3000.0,0.0,0.0,,,,5,510384,펭귄 고등어 통조림 400g 24개
249689,10-02,유동 자연산골뱅이 140g 48개,182000.0,188000.0,3000.0,0.0,0.0,,,,5,510382,유동 자연산골뱅이 140g 48개
249688,46-04-02,동표 을지로골뱅이 140g 48개,173600.0,179600.0,3000.0,0.0,0.0,,,,5,510381,동표 을지로골뱅이 140g 48개
249685,11-16,동원 자연산골뱅이 140g 48개,148600.0,149400.0,3000.0,0.0,0.0,,,,5,510378,동원 자연산골뱅이 140g 48개
249684,14-12,HC꽁치 400g(강구나루) 24개,65400.0,73600.0,3000.0,0.0,0.0,,,,5,510377,HC꽁치 400g(강구나루) 24개
249681,10-14-02,유동 뚝배기번데기탕(구수한맛) 280g 24개,39600.0,45600.0,3000.0,0.0,0.0,,,,5,510374,유동 뚝배기번데기탕(구수한맛) 280g 24개
249680,10-29,유동 번데기 280g 24개,35600.0,41600.0,3000.0,0.0,0.0,,,,5,510373,유동 번데기 280g 24개
249678,10-00,유동 자연산 골뱅이 400g 24개,218400.0,224400.0,3000.0,0.0,0.0,,,,5,510371,유동 자연산 골뱅이 400g 24개
249677,10-04,유동 꽁치 통조림 400g 24개,70300.0,76300.0,3000.0,0.0,0.0,,,,5,510370,유동 꽁치 통조림 400g 24개
249676,10-01,유동 자연산골뱅이 230g 24개,134300.0,140300.0,3000.0,0.0,0.0,,,,5,510369,유동 자연산골뱅이 230g 24개
249675,46-04-01,동표 을지로골뱅이 230g 24개,124100.0,130100.0,3000.0,0.0,0.0,,,,5,510368,동표 을지로골뱅이 230g 24개
249674,46-04,동표 을지로골뱅이 400g 24개,180200.0,186200.0,3000.0,0.0,0.0,,,,5,510367,동표 을지로골뱅이 400g 24개
249673,11-74-04,리치스 파인애플 슬라이스 통조림 836g 12개,44100.0,50100.0,3000.0,0.0,0.0,,,,5,510366,리치스 파인애플 슬라이스 통조림 836g 12개
249672,11-74-02,리치스 후르츠칵테일 통조림 850g 12개,35400.0,41400.0,3000.0,0.0,0.0,,,,5,510365,리치스 후르츠칵테일 통조림 850g 12개
249671,18-01,삼아 완두콩 400g 24개,23200.0,29200.0,3000.0,0.0,0.0,,,,5,510364,삼아 완두콩 400g 24개
249670,18-02,삼아 베이크드빈스 400g 24개,27800.0,33800.0,3000.0,0.0,0.0,,,,5,510363,삼아 베이크드빈스 400g 24개
249669,14-13-01,강구나루 황도 슬라이스 400g 24개,30800.0,36800.0,3000.0,0.0,0.0,,,,5,510362,강구나루 황도 슬라이스 400g 24개
249668,14-04,펭귄 백도 2절 400g 24개,38300.0,44300.0,3000.0,0.0,0.0,,,,4,510361,펭귄 백도 2절 400g 24개
249667,14-03.,펭귄 황도 신형 2절 400g 24개,38100.0,44100.0,3000.0,0.0,0.0,,,,5,510360,펭귄 황도 신형 2절 400g 24개
249665,10-08-02,유동 황도슬라이스 400g 24개,28200.0,34200.0,3000.0,0.0,0.0,,,,5,510358,유동 황도슬라이스 400g 24개
249664,14-10,펭귄 황도 슬라이스 400g 24개,33000.0,39000.0,3000.0,0.0,0.0,,,,5,510357,펭귄 황도 슬라이스 400g 24개
249662,11-74-01,동서 리치스홀커널스위트콘 소 (태국) 425g *24캔,22000.0,28000.0,3000.0,0.0,0.0,,,,5,510355,동서 리치스홀커널스위트콘 소 (태국) 425g *24캔
249661,17-01,델몬트 파인애플 통조림 836g 24개,96400.0,102400.0,3000.0,0.0,0.0,,,,5,510354,델몬트 파인애플 통조림 836g 24개
249657,11-75-03,동서 리치스블랙올리브슬라이스405g*24캔,64100.0,70100.0,3000.0,0.0,0.0,,,,5,510350,동서 리치스블랙올리브슬라이스405g*24캔
249646,21-108-01,남양 커피믹스 루카스나인 라떼 30T 4개,40000.0,47100.0,3000.0,0.0,0.0,,,,5,510339,남양 커피믹스 루카스나인 라떼 30T 4개
249645,21-108-110-02,남양 프렌치카페 커피믹스 20T 24개,88300.0,110400.0,3000.0,0.0,0.0,,,,5,510338,남양 프렌치카페 커피믹스 20T 24개
249644,21-108-110-07,남양 프렌치카페 커피믹스 (90T+10T) 8개,111600.0,143600.0,3000.0,0.0,0.0,,,,5,510337,남양 프렌치카페 커피믹스 (90T+10T) 8개
249643,21-108-05,남양 커피믹스 루카스나인 더블샷라떼 30T 4개,43400.0,49400.0,3000.0,0.0,0.0,,,,5,510336,남양 커피믹스 루카스나인 더블샷라떼 30T 4개
249642,21-108-02,남양 커피믹스 루카스나인 바닐라라떼 30T 4개,43600.0,49600.0,3000.0,0.0,0.0,,,,5,510335,남양 커피믹스 루카스나인 바닐라라떼 30T 4개
249641,21-108-110-13,남양 프렌치카페 커피믹스 (180T+20T) 4개,111300.0,135100.0,3000.0,0.0,0.0,,,,5,510334,남양 프렌치카페 커피믹스 (180T+20T) 4개
249640,24-12-10,맥심 모카골드(180T+20T) 4개,118300.0,124300.0,3000.0,0.0,0.0,,,,5,510333,맥심 모카골드(180T+20T) 4개
249638,22-22,팔도 왕뚜껑 컵라면 110g 18개,20500.0,24800.0,3000.0,0.0,0.0,,,,5.5,510331,팔도 왕뚜껑 컵라면 110g 18개
249636,22-23-05,팔도 짬뽕왕뚜껑 110g 18개,20400.0,26400.0,3000.0,0.0,0.0,,,,5.5,510329,팔도 짬뽕왕뚜껑 110g 18개
249634,39-91-01,오뚜기 진라면 순한맛 멀티팩(5개입) 8개,24200.0,30200.0,3000.0,0.0,0.0,,,,5.5,510327,오뚜기 진라면 순한맛 멀티팩(5개입) 8개
249633,39-91,오뚜기 진라면 매운맛 멀티팩(5개입) 8개,24200.0,30200.0,3000.0,0.0,0.0,,,,5.5,510326,오뚜기 진라면 매운맛 멀티팩(5개입) 8개
249630,54-01,농심 신라면 멀티팩(5개입) 8개,31700.0,37700.0,3000.0,0.0,0.0,,,,5.5,510323,농심 신라면 멀티팩(5개입) 8개
249627,54-21,팔도 비빔면 멀티팩(5개입) 8개,36600.0,42600.0,3000.0,0.0,0.0,,,,5.5,510320,팔도 비빔면 멀티팩(5개입) 8개
249625,21-100,남양 맛있는 두유 GT 검은콩깨 190ml 24개,10900.0,14500.0,3000.0,0.0,0.0,,,,4.5,510318,남양 맛있는 두유 GT 검은콩깨 190ml 24개
249623,21-103,남양 맛있는 두유GT검은콩깨 200ml 병 (10개입) 3세트 총 30개,21000.0,27000.0,3000.0,0.0,0.0,,,,4.5,510316,남양 맛있는 두유GT검은콩깨 200ml 병 (10개입) 3세트 총 30개
249611,12-04-01,동원 샘물 500ml 20개,3100.0,9100.0,3000.0,0.0,0.0,,,,5,510304,동원 샘물 500ml 20개
249610,12-04,동원 샘물2L 6개,2400.0,8400.0,3000.0,0.0,0.0,,,,5,510303,동원 샘물2L 6개
249608,14-52-02,몽베스트 330ml 20개,4100.0,10100.0,3000.0,0.0,0.0,,,,5,510301,몽베스트 330ml 20개
249607,14-53-01,몽베스트 1L 12개,4700.0,10700.0,3000.0,0.0,0.0,,,,5,510300,몽베스트 1L 12개
249605,30-05,광동 제주삼다수 500ml 20개,8600.0,14600.0,3000.0,0.0,0.0,,,,5,510298,광동 제주삼다수 500ml 20개
249604,30-04,광동 제주삼다수2L 6개,6200.0,12200.0,3000.0,0.0,0.0,,,,5,510297,광동 제주삼다수2L 6개
