대분류명,중분류명,소분류명,상품코드,관리코드,상품명,규격,박스내품,매입단가,박스매입단가,매출단가,박스매출단가,매익률,최종재고,박스,낱개,최대 주문수량,긴글비고,판매자관리코드,SKU코드
기본 대분류,음료-B동,HK이노앤,001741,55-11,새싹보리차500ml,500ml*24,24,770,18480,990,23760,0.2857,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,001742,25-17-01,상하목장 우유 125ml,125*3*8,24,0,0,0,0,0,0,0,0,0,,,
기본 대분류,통조림-C동,삼포식품,001747,19-20,삼포황도슬라이스 (80),400g*24,24,1000,24000,1600,38400,0.6,0,0,0,0,,,
기본 대분류,통조림-C동,삼포식품,001748,19-34,삼포황도3kg,3kg*6,6,5900,35400,6333,37998,0.0734,0,0,,0,,,
기본 대분류,반품,반품,001751,60-23,삼포제품반품,0,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,통조림-C동,삼포식품,001752,19-17,삼포번데기 (80),130g*48,48,630,30240,850,40800,0.3492,0,0,0,0,,,
기본 대분류,통조림-C동,삼포식품,001755,19-02,삼포골뱅이(소),140g*48,48,2450,117600,3200,153600,0.3061,0,0,0,0,,,
기본 대분류,통조림-C동,삼포식품,001756,19-01,삼포골뱅이(大),400g*24,24,5050,121200,5500,132000,0.0891,0,0,0,0,,,
기본 대분류,세제외-A동,큐원삼양,001760,54-19,삼양불닭볶음탕면(4+1)멀티,(4+1)*8,8,3068.125,24545,3375,27000,0.1,0,0,,0,,,
기본 대분류,세제외-A동,큐원삼양,001761,54-11,삼양불닭볶음면(5+1) (48),140*48(5+1),48,531.25,25500,572,27456,0.0767,0,0,,0,,,
기본 대분류,세제외-A동,큐원삼양,001762,54-10,삼양라면멀티 (56),(5*8),40,496.1,19844,775,31000,0.5622,2547,63,27,0,,,
기본 대분류,세제외-A동,큐원삼양,001763,54-10-01,삼양라면기획(5+1)/(48),120*48(6*8),48,427.0833,20499.9984,562,26976,0.3159,0,0,0,0,,,
기본 대분류,통조림-C동,삼아,001765,18-01,삼아완두콩400g,400g*24,24,792,19008,1068,25632,0.3485,3936,164,0,0,,,
기본 대분류,통조림-C동,삼아,001767,18-02,삼아베이크빈스400g (88),400g*24,24,979,23496,1316.6667,31600.0008,0.3449,2165,90,5,0,,,
기본 대분류,반품,반품,001768,60-33,삼아반품,0,0,0,0,0,0,0,3,0,3,0,,,
기본 대분류,음료-B동,삼성제약(바이오스마트약품),001770,200-06,삼성헛개모닝이중캡 100ml,100ml*100,100,550,55000,680,68000,0.2364,200,2,0,0,,,
기본 대분류,음료-B동,동화약품,001771,25-40-02,삼성까스명수75(60입),75ml*60,60,399,23940,500,30000,0.2531,8060,134,20,0,,,
기본 대분류,음료-B동,동화약품,001772,25-40-01,삼성까스명수75(30입),75*30,30,400,12000,460,13800,0.15,0,0,,0,,,
기본 대분류,음료-B동,동화약품,001773,25-40,삼성까스명수 (50),75ml*100,100,400,40000,500,50000,0.25,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,001789,30-05-01,삼다수500(112)/16+4,500ml*20,20,255,5100,400,8000,0.5686,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,001790,81-32,삼다수330,330ml*20,20,325,6500,400,8000,0.2308,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,001791,30-04-01,삼다수2L(96)/5+1,2L*6,6,625,3750,1000,6000,0.6,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,001792,30-05,삼다수 500 (112),500ml*20,20,365,7300,485,9700,0.3288,2420,121,0,0,,,
기본 대분류,음료-B동,광동제약,001793,30-04,삼다수 2L (96),2L*6,6,841.6667,5050.0002,1116.6667,6700.0002,0.3267,-90,-15,0,0,,,
기본 대분류,음료-B동,팔도,001795,22-07,산타페헤이즐럿 (156),175ml*30,30,270.3667,8111.000999999999,350,10500,0.2945,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001796,22-03,산타페 오리지날 캔 175 (156),175ml*30,30,166.6667,5000.001,300,9000,0.8,0,0,0,0,,,
기본 대분류,반품,반품,001805,60-28,사조반품,0,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,세제외-A동,해표사조,001807,15-36,사조마을태양초참맛고추장14kg,14kg,1,21000,21000,21000,21000,0,0,0,,0,,,
기본 대분류,세제외-A동,해표사조,001808,15-37,사조마을콩재래된장14kg,14kg,1,17000,17000,20000,20000,0.1765,0,0,,0,,,
기본 대분류,음료-B동,팔도,001814,81-08-02,뿌요소다(파인)245(6입),(245*6),6,437.5,2625,666,3996,0.5223,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001815,81-07,뿌요소다(파인)245,(245*24),24,437.5,10500,625,15000,0.4286,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001816,81-08,뿌요소다(오렌지)245(6입),(245*6),6,437.5,2625,666,3996,0.5223,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001817,81-06,뿌요소다(오렌지)245,(245*24),24,437.5,10500,625,15000,0.4286,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001819,22-14-05,뽀로로 홍삼쏙쏙오렌지,(100*10)*4,40,515,20600,600,24000,0.165,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001820,22-14-07,뽀로로 홍삼쏙쏙포도블루베리,(100*10)*4,40,515,20600,600,24000,0.165,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001821,22-14-06,뽀로로 홍삼쏙쏙사과매실,(100*10)*4,40,515,20600,600,24000,0.165,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,001824,22-16-02,뽀로로워터젤리(포도),120ml*40,40,669.5,26780,725,29000,0.0829,320,8,0,0,,,
기본 대분류,세제외-A동,팔도,001825,22-16-03,뽀로로워터젤리(복숭아),120ml*40,40,669.5,26780,725,29000,0.0829,320,8,0,0,,,
기본 대분류,세제외-A동,팔도,001829,22-14,뽀로로샘물 250,250ml*20,20,322.25,6445,650,13000,1.0171,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,001832,22-16-05,뽀로로과일맛젤리(3입),150(3입)*24,24,1333.3333,31999.9992,2083,49992,0.5623,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001833,22-11-01,뽀로로[사과](117),235ml*24,24,650,15600,816.6667,19600.0008,0.2564,1248,52,0,0,,,
기본 대분류,음료-B동,팔도,001834,22-13,뽀로로[블루베리] (117),235ml*24,24,650,15600,816.6667,19600.0008,0.2564,1488,62,0,0,,,
기본 대분류,음료-B동,팔도,001835,22-12,뽀로로[보리차] (117),220ml*24,24,650,15600,791.6667,19000.0008,0.2179,1056,44,0,0,,,
기본 대분류,음료-B동,팔도,001836,22-10-14,뽀로로[바나나](117),235ml*24,24,632.25,15174,816.6667,19600.0008,0.2917,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001837,22-11,뽀로로[밀크](117),235ml*24,24,650,15600,816.6667,19600.0008,0.2564,-288,-12,0,0,,,
기본 대분류,음료-B동,팔도,001838,22-10,뽀로로[딸기] (117),235ml*24,24,650,15600,816.6667,19600.0008,0.2564,984,41,0,0,,,
기본 대분류,음료-B동,빙그레,001850,43-60-01,빙그레 보이차500mI(105),500ml*20,20,480,9600,625,12500,0.3021,0,0,0,0,,,
기본 대분류,세제외-A동,라이온코리아,001852,08-52,비트4.5k (64),4.5kg*3,3,9333.353,28000.058999999997,12413.6667,37241.0001,0.33,165,55,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001853,08-48.,비트3kg*4,3kg*4,4,4250,17000,5000,20000,0.1765,0,0,,0,,,
기본 대분류,세제외-A동,라이온코리아,001854,08-48,비트3k  (2*3),2*3=6,6,4250,25500,4833,28998,0.1372,0,0,,0,,,
기본 대분류,세제외-A동,라이온코리아,001855,08-47.,비트3.2,3.2*4,4,4250,17000,5250,21000,0.2353,0,0,0,0,,,
기본 대분류,세제외-A동,라이온코리아,001856,08-47,비트2.7(80),2.7k*4,4,5250,21000,6500,26000,0.2381,108,27,0,0,,,
기본 대분류,세제외-A동,라이온코리아,001857,08-49,비트(드럼)2.8,2.8*4,4,7500,30000,8250,33000,0.1,0,0,0,0,,,
기본 대분류,세제외-A동,라이온코리아,001858,08-51,비트(드럼)2.5리필,2.5*4,4,4625,18500,6375,25500,0.3784,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,001859,27-27,비타파워병100/롯데칠성,100ml*100,100,305.46,30545.999999999996,350,35000,0.1458,0,0,,0,,,
기본 대분류,음료-B동,팔도,001864,22-18,비락진홍삼 140,140ml*40,40,373.5,14940,750,30000,1.008,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001865,22-01-01,비락식혜캔(유통용) 238(40),238ml*72,72,378.1806,27229.003200000003,451,32472,0.1926,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001866,22-01,비락식혜캔 (40),238ml*72,72,361.1111,25999.999200000002,402,28944,0.1132,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001867,22-05,비락식혜350(단종),350*12,12,2083,24996,2500,30000,0.2002,0,0,,0,,,
기본 대분류,음료-B동,팔도,001868,22-01-05,비락식혜340뚱캔(24입),340ml*24,24,674.1667,16180.0008,812.5,19500,0.2052,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001869,22-01-04,비락식혜238 (24입)/120,238ml*24,24,455.25,10926,541.6667,13000.0008,0.1898,4872,203,0,0,,,
기본 대분류,음료-B동,팔도,001870,22-05.,비락식혜 500(120),500ml*12,12,1030,12360,1320,15840,0.2816,984,82,0,0,,,
기본 대분류,음료-B동,팔도,001871,22-04,비락식혜 1.8 (48),1.8L*8,8,2187.5,17500,2875,23000,0.3143,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001872,22-02,비락수정과캔,238ml*72*(40),72,424.3612,30554.0064,472,33984,0.1123,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001873,22-02-01,비락수정과 1.8 (48),1.8*8,8,2475,19800,3125,25000,0.2626,0,0,0,0,,,
기본 대분류,음료-B동,팔도,001874,22-30,비락수정과,952*12,12,0,0,0,0,0,0,0,,0,,,
기본 대분류,음료-B동,팔도,001875,22-06,비락생칡즙 100ml,100ml*40,40,669.5,26780,715,28600,0.068,840,21,0,0,,,
기본 대분류,음료-B동,팔도,001879,22-08,비락밥알없는식혜 175 (143),175ml*30,30,243.3333,7299.999,316.6667,9500.001,0.3014,38850,1295,0,0,,,
기본 대분류,음료-B동,팔도,001880,22-01-02,비락바나나 식혜캔 238ml,238*72,72,354.1667,25500.002399999998,430,30960,0.2141,0,0,0,0,,,
기본 대분류,음료-B동,하이트진로,001889,30-12-01.,블랙보리제로라이트 520ml,520ml*20,20,695,13900,800,16000,0.1511,0,0,0,0,,,
기본 대분류,음료-B동,하이트진로,001890,30-12-03,블랙보리라이트캔 175 (144),175ml*30,30,246.6667,7400.001,280,8400,0.1351,4560,152,0,0,,,
기본 대분류,음료-B동,하이트진로,001891,30-12-01,블랙보리 520ml (72),520ml*20,20,695,13900,800,16000,0.1511,1600,80,0,0,,,
기본 대분류,음료-B동,하이트진로,001892,30-12,블랙보리 340ml(104),340ml*20,20,540,10800,680,13600,0.2593,1220,61,0,0,,,
기본 대분류,음료-B동,하이트진로,001893,30-12-02,블랙보리 1.5L (52),1.5L*12,12,1208.335,14500.02,1500,18000,0.2414,792,66,0,0,,,
기본 대분류,기타,기타,001909,77-01,부가세 10%,,1,0,0,0,0,0,-48,-48,0,0,,,
기본 대분류,세제외-A동,제일참,001917,29-29-02,보보레레 물티슈캡형(100매*20) (72),100매*20,20,550,11000,750,15000,0.3636,0,0,0,0,,,
기본 대분류,세제외-A동,제일참,001918,29-29-01,보보레레 물티슈캡형 (100*30)(48),100*30,30,515,15450,566,16980,0.099,0,0,,0,,,
기본 대분류,세제외-A동,제일참,001919,29-29-03,보보레레 물티슈 (100*10),110*10,10,495,4950,600,6000,0.2121,0,0,0,0,,,
기본 대분류,통조림-C동,기타,001926,81-14,베트남 스리라차칠리핫소스755g,755g*1EA,1,1300,1300,2500,2500,0.9231,0,0,0,0,,,
기본 대분류,통조림-C동,기타,001927,81-13,베트남 스리라차칠리핫소스510g,510g*1EA,1,1000,1000,2000,2000,1,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001943,15-46.,백설흰설탕5kg,5kg*4,4,5778,23112,6500,26000,0.125,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001945,15-42-02,백설하얀설탕3kg (64),3kg*6,6,4500,27000,5300,31800,0.1778,1698,283,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001946,15-40,백설하얀설탕1kg(88),1kg*16,16,1650,26400,2000,32000,0.2121,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001947,15-44,백설하얀설탕15kg(84),15kg,1,16500,16500,22000,22000,0.3333,251,251,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,001949,08-25,백설프리미엄N호*5셋트,카놀+요리유+해바라기,1,27500,27500,55000,55000,1,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,001951,08-25..,백설프리미엄14호-(set),1set,1,5500,5500,7000,7000,0.2727,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001952,08-20-01,백설포도씨유500ml(108)- 24년 5/1일까지,500ml*12,12,2000,24000,4000,48000,1,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001953,08-26,백설포도씨유3호,500g*3*5,15,3333.3333,49999.9995,4000,60000,0.2,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001954,08-32,백설 포도씨유 900ml (70),900ml*12,12,5600,67200,8000,96000,0.4286,0,0,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,001955,45-19,백설특선2호,스팸소4카놀2참기름80*1천일염대1소2,1,60000,60000,128000,128000,1.1333,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,001957,45-12-04,CJ특별한선택골드라벨/3세트(20),(스팸클*12+카놀*2+요리올*1+프락토*1)*3,3,37000,111000,48000,144000,0.2973,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001958,08-28,백설콩식용유1.8(40),1.8L*10,10,4400,44000,7000,70000,0.5909,2680,268,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001959,08-31.,백설콩식용유 900,900ml*20,20,1900,38000,2500,50000,0.3158,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001960,08-42,"백설콩기름1,8 L(40)","1,8 L*12",12,2700,32400,2916,34992,0.08,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001961,08-20,백설카놀라유500g(108)- 24년 5/1까지,500ml*12,12,1300,15600,3000,36000,1.3077,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001962,08-31,백설옥수수유900,900*20,20,2500,50000,3000,60000,0.2,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001963,08-35.,백설옥수수기름1.8,1.8L*12,12,4833.33333333333,57999.99999999996,0,0,-1,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001964,08-41,백설옥배유18L,18L,1,41000,41000,0,0,-1,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001965,08-35,백설옥배유(1.8),1.8L*12,12,3300,39600,4000,48000,0.2121,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001966,08-29,백설식용유5호*5-(BOX),(1.8*2set)*5,5,5640,28200,7600,38000,0.3475,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001968,08-27,백설식용유2호,1.8*3*3,6,5250,31500,6333,37998,0.2063,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001969,08-30,백설식용유18L,18L,1,30500,30500,36000,36000,0.1803,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001970,08-33,백설식용유1.8g+500g*6,1.8+500*6,6,4200,25200,5000,30000,0.1905,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,001971,45-18-02,CJ 스팸8K호/5세트(40),클래식6+마일드3,5,23000,115000,30000,150000,0.3043,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001973,61-58-06,백설비비고육개장500g(78),(500g*18),18,2150,38700,3500,63000,0.6279,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001974,61-58-10,백설비비고 콩나물 황태국500g (78),500g*18,18,2150,38700,2600,46800,0.2093,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001975,11-56-02,백설비비고 전복죽450g,(450*21),21,1980,41580,2523,52983,0.2742,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001976,11-56-03,백설비비고 소고기죽450g,(450*21),21,1980,41580,2523,52983,0.2742,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001977,61-58-08,백설비비고 소고기장터국밥500g (78),500g*18,18,2150,38700,2777,49986,0.2916,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001978,61-58-07,백설비비고 소고기미역국500g (78),500g*18,18,2200,39600,3500,63000,0.5909,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001979,61-58-09,백설비비고 소고기무국500g(78),500g*18,18,2200,39600,2777,49986,0.2623,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001980,61-58-11,백설비비고 설렁탕500g (78),500g*18,18,2150,38700,2370,42660,0.1023,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001981,61-58,백설비비고 사골곰탕500g(78),500g*18,18,820,14760,1100,19800,0.3415,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001982,11-56-04,백설비비고 버섯야채죽450g,(450*21),21,1980,41580,2523,52983,0.2742,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001983,61-58-12,백설비비고 두부김치찌개460g (78),460*12,12,2400,28800,2933,35196,0.2221,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001984,15-48,백설다시다2k  (72),2kg*6,6,15333.3333,91999.9998,16333,97998,0.0652,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001985,15-46,cj제일제당 갈색설탕5kg,5kg*4,4,7000,28000,8000,32000,0.1429,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001986,15-43-03,백설갈색설탕3kg*6(브라운)(64),3kg*6,6,5900,35400,8000,48000,0.3559,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001987,15-40-03,백설갈색설탕1kg*16(88),1kg*16,16,2050,32800,2500,40000,0.2195,32,2,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001988,15-45,백설갈색설탕15kg(78),15kg,1,23500,23500,30000,30000,0.2766,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001989,08-32-02,백설 카놀라유 900ml(70),900ml*12,12,2900,34800,8000,96000,1.7586,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001990,36-82..,백설/포도씨유+카놀라유(900+900)*6,(900+900)*6,6,5500,33000,7800,46800,0.4182,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001991,08-36,백설/참진한 참기름병 320ml (90),320ml*12,12,2700,32400,3333,39996,0.2344,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001992,08-37-01,백설/참진한 참기름400ml (144),400*12,12,3208.33333333333,38499.999999999956,4791,57492,0.4933,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001993,08-37,백설 고소함가득 참기름330ml*39캔,330m*39캔,39,3100,120900,3600,140400,0.1613,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001994,08-38,백설/진한참기름1000m,1000m*6,6,9500,57000,11033,66198,0.1614,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,001995,15-13.,백설/요리당 2.45kg,2.45*6,6,5250,31500,6500,39000,0.2381,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001996,15-20,백설/ 쇠고기 다시다1kg,1kg*10,10,13200,132000,13500,135000,0.0227,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001997,15-19,백설/ 쇠고기 다시다500g,500g*20,20,7600,152000,10150,203000,0.3355,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001998,15-82,백설/ 쇠고기 다시다300g (49),(300g*10)*4,40,4625,185000,6175,247000,0.3351,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,001999,15-19.,백설/다시다25kg,25kg,1,200000,200000,250000,250000,0.25,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,002000,15-17,백설/다시다100,100*80,80,1460,116800,1875,150000,0.2842,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,002001,81-17,CJ제당 제일제면소면3kg,3kg*4,4,4450,17800,6250,25000,0.4045,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,002002,15-87-03,백설 프락토올리고당1.2 (80),(1.2kg*9),9,2948,26532,4500,40500,0.5265,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,002003,15-87-04,백설 요리올리고당1.2 (80),(1.2kg*9),9,2750,24750,4500,40500,0.6364,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,002004,81-20,백설 따끈한밥200g (40),200g*(8*6),48,758.75,36420,1041,49968,0.372,0,0,0,0,,,
기본 대분류,음료-B동,농심,002005,14-56,백산수500ml,500*20*(64),20,245,4900,350,7000,0.4286,0,0,0,0,,,
기본 대분류,음료-B동,농심,002006,14-57,백산수2L,2.0*6,6,508.3333,3049.9998,1083,6498,1.1305,0,0,0,0,,,
기본 대분류,세제외-A동,백광,002007,03-06,백광향락스2L,2L*6,6,1416.6667,8500.0002,1666,9996,0.176,0,0,,0,,,
기본 대분류,세제외-A동,백광,002008,03-05,백광트래펑2L(60),2L*6,6,2666.6667,16000.000200000002,4166.6667,25000.0002,0.5625,660,110,0,0,,,
기본 대분류,세제외-A동,백광,002009,03-05.,백광트래펑1L(50),1L*12,12,1416.6667,17000.0004,2200,26400,0.5529,768,64,0,0,,,
기본 대분류,반품,반품,002011,60-20,반품(태동유통한달반품),0,0,0,0,0,0,0,7,0,7,0,,,
기본 대분류,반품,반품,002012,200-01,반품,,1,0,0,0,0,0,962,962,0,0,,,
기본 대분류,세제외-A동,기타,002014,02-30,반려동물 칫솔 (핑크.블루),칫솔*1개,1,4400,4400,10000,10000,1.2727,0,0,0,0,,,
기본 대분류,음료-B동,동아제약,002015,28-31-01,박카스맛 젤리50g,(50g*40),40,825,33000,1075,43000,0.303,0,0,0,0,,,
기본 대분류,음료-B동,동아제약,002016,28-30,박카스 F 120ml * 100병,120ml*100,100,616.82,61682.00000000001,700,70000,0.1349,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,002025,27-04,밀키스캔250 (110),250ml*30,30,527.2467,15817.401000000002,704.5667,21137.001,0.3363,1350,45,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,002026,27-04-01,밀키스340ml뚱캔(99),340ml*24,24,504.2424,12101.817599999998,741.6667,17800.0008,0.4709,1920,80,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,002027,27-04-03,밀키스1.5 (50),1.5L*12,12,1467.585,17611.02,1916.6667,23000.0004,0.306,240,20,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,002028,27-04-02,밀키스 500 (84),500ml*20,20,880.55,17611,1150,23000,0.306,460,23,0,0,,,
기본 대분류,기타,기타,002031,200,미지원금액,,1,0,0,0,0,0,0,0,0,0,,,
기본 대분류,세제외-A동,기타,002034,06-08.,미장센[안티]에이징680,680ml*6,6,3300,19800,3600,21600,0.0909,0,0,0,0,,,
기본 대분류,세제외-A동,기타,002035,06-20.,미장센[스칼프]케어680,680ml*6,6,3300,19800,3600,21600,0.0909,0,0,0,0,,,
기본 대분류,세제외-A동,기타,002036,06-20,미장센[데미지]케어680,680ml*6,6,3300,19800,3600,21600,0.0909,0,0,0,0,,,
기본 대분류,세제외-A동,기타,002037,06-09,미장센(안티에이징),(500*3)*6,18,2166.6667,39000.00060000001,2333,41994,0.0768,0,0,,0,,,
기본 대분류,음료-B동,동화약품,002038,38-05,미인활액 75ml,75ml*120,120,500,60000,708,84960,0.416,0,0,0,0,,,
기본 대분류,세제외-A동,청정원,002039,01-07.,미원500g봉지,500g*80*4봉,320,215.625,69000,218,69760,0.011,0,0,,0,,,
기본 대분류,세제외-A동,청정원,002040,01-07,미원500g(포),500*40,40,6875,275000,7000,280000,0.0182,0,0,,0,,,
기본 대분류,세제외-A동,청정원,002041,01-11.,미원2kg봉지,2k*10,10,2150,21500,2200,22000,0.0233,0,0,,0,,,
기본 대분류,세제외-A동,청정원,002042,01-11,미원2k,2k*10,10,21500,215000,25000,250000,0.1628,0,0,,0,,,
기본 대분류,세제외-A동,청정원,002043,36-23.,미원25kg(s),25kg,1,60000,60000,80000,80000,0.3333,0,0,,0,,,
기본 대분류,세제외-A동,청정원,002045,01-10.,미원100g봉지,100g*20,20,1425,28500,1500,30000,0.0526,0,0,,0,,,
기본 대분류,세제외-A동,청정원,002046,01-10,미원100g(포),100g*20*10,200,1425,285000,1500,300000,0.0526,0,0,,0,,,
기본 대분류,세제외-A동,청정원,002047,36-23,미원(노말)25kg,25kg,1,135000,135000,145000,145000,0.0741,0,0,,0,,,
기본 대분류,음료-B동,현대약품,002050,28-53-03,미에로1.2L(기획증정용),(1.2L*12)기획증정,12,1058.3333,12699.9996,1500,18000,0.4173,5760,480,0,0,,,
기본 대분류,음료-B동,현대약품,002051,28-51,미에로(병) 210 / 현대 (56),210ml*40,40,672.15,26886,800,32000,0.1902,880,22,0,0,,,
기본 대분류,음료-B동,현대약품,002052,28-50,미에로(병) 100 / 현대 (40),100ml*100,100,383.71,38371,440,44000,0.1467,6160,61,60,0,,,
기본 대분류,음료-B동,현대약품,002053,28-52,미에로 350 / 현대 (77)(70),350ml*24,24,773.1667,18556.0008,1000,24000,0.2934,20640,860,0,0,,,
기본 대분류,음료-B동,현대약품,002054,81-26,미에로 1.2L(마트킹전용),1.2*12,12,1170.4167,14045.0004,1500,18000,0.2816,0,0,0,0,,,
기본 대분류,음료-B동,현대약품,002055,28-53,미에로 1.2L일반(48),1.2L*12,12,1166.6667,14000.0004,2666.6667,32000.000400000004,1.2857,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,002058,27-14-02,미린다파인500,500ml*20,20,415.65,8313,550,11000,0.3232,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,002059,27-40-01,미린다1.25(파인),15*12,12,741.6667,8900.0004,916,10992,0.2351,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,002060,27-40,미린다1.25(오렌지),1.5L*12,12,741.6667,8900.0004,916,10992,0.2351,0,0,0,0,,,
기본 대분류,세제외-A동,기타,002061,52-11,미드미락교3kg,3kg*6,6,7000,42000,7666,45996,0.0951,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,002062,31-18-01,미닛메이드 시그니처 포도 350,350ml*24,24,1001.6667,24040.0008,1141.6667,27400.0008,0.1398,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,002063,15-08-01,미닛메이드포도 1.5,1.5L*12,12,2333.33333333333,27999.999999999956,2800,33600,0.2,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,002064,15-08-03,미닛메이드토마토1.5,1.5L*12,12,1613.33333333333,19359.99999999996,2066,24792,0.2806,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,002065,31-91-04,미닛메이드조이사과195팩,(195ml*32),32,336.5313,10769.0016,412.5,13200,0.2257,32,1,0,0,,,
기본 대분류,음료-B동,코카콜라,002066,31-19-01,미닛메이드조이오렌지195팩,(195ml*32),32,336.5313,10769.0016,412.5,13200,0.2257,160,5,0,0,,,
