대분류명,중분류명,소분류명,상품코드,관리코드,상품명,규격,박스내품,매입단가,박스매입단가,매출단가,박스매출단가,매익률,최종재고,박스,낱개,최대 주문수량,긴글비고,판매자관리코드,SKU코드
기본 대분류,잡화-S동,프리츠,005522,113-50-10-01,프리츠/민락골드/휘핑크림,1L*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,라리,005523,11-305-50-01,라리/혼합유(5L),5L*4,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,라리,005524,11-259-05-01,라리/스파게티/오씨아니,500g*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화남,005525,11-222-30-01,화남/밀감1호/3kg,3kg*6,6,8300,49800,9950,59700,0.1988,264,44,0,0,,,
기본 대분류,잡화-S동,화남,005526,11-222-08-01,화남/밀감2호/850g,850g*12,12,2850,34200,3416.6667,41000.000400000004,0.1988,794,66,2,0,,,
기본 대분류,잡화-S동,프리페어드에더블펫버터,005527,112-218-120-01,프리페어드에더블펫버터/PEF,12.5kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,리치스,005528,11-206-30-01,리치스/빙수팥,3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하나,005529,111-91-10-01,+하나/쯔보즈케/1kg(면세),1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,리치스,005530,11-179-10-01,리치스/냉동스위트콘,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,라리,005531,11-167-50-01,라리발사믹식초/5L,5L*2,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화남,005532,11-138-30-01,화남/옥수수3kg/태국산,3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,리치스,005533,11-138-20-01,리치스/옥수수1호,2.95K*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화남,005534,11-138-04-02,화남/옥수수425g/태국산,425g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,리치스,005535,11-138-04-01,리치스/옥수수4호,425g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,동원,005536,11-138-03-01,동원/옥수수4호/태국산,340g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,리치스,005537,11-135-30-01,리치스/그린올리브(홀),3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,리치스,005538,11-135-03-01,리치스/그린올리브/병,365g*12,0,0,0,0,0,0,0,0,0,0,,,
기본 대분류,잡화-S동,라리,005539,11-134-10-01,라리/올리브유(버진),1L*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하나,005540,111-300-10-01,하나/돈까스소스/1.8L,1.8L*9,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하나,005541,111-196-10-01,+하나/샌기리다이꽁/알밥(면세),1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하나,005542,111-113-10-02,하나/시바스케/가지절임,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하나,005543,111-113-10-01,하나/후쿠진스케/복신지,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화남,005544,11-03-30-01,화남/황도1호(그리스)/3kg,3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화남,005545,11-03-08-01,화남/황도2절/그리스/820g,820g*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화남,005546,11-03-04-01,화남/황도410g(슬)/그리스,410g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하늘청,005547,110-185-07-01,하늘청/수정과,790ml*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하늘청,005548,110-166-07-01,하늘청식혜790ml,790ml*10,10,5500,55000,6600,66000,0.2,29,2,9,0,,,
기본 대분류,잡화-S동,하루,005549,109-89-20-01,하루/유자차/고흥산,2kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,하루야마녹차파우다,005550,109-89-05-01,하루야마녹차파우다/500g,500g*20ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,주식회사 씨엘푸드,005551,109-40-05-01,하루튀긴마늘슬라이스,500g*12ea,12,6200,74400,8275,99300,0.3347,0,0,0,0,,,
기본 대분류,잡화-S동,하이,005552,108-192-180-01,하이/오븐크리너,18L,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,한라,005553,107-87-50-01,한라/참치액/5L,5L*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,한라,005554,107-87-10-01,한라/참치액(1.8L),1.8L*8,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,한라,005555,107-87-05-01,한라/참치액/500ml/20입,500ml*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,한상,005556,106-65-04-01,한상/캡사이신분말,400g*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,한상,005557,106-300-20-01,한상/치킨소스/순한맛/2.1kg,2.1kg*8ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,한주,005558,105-190-30-01,한주/소금3kg,3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,한주,005559,105-190-200-01,한주소금/25kg,25kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,합동,005560,104-271-140-01,미화 합동된장,14kg,1,55000,55000,66000,66000,0.2,50,50,0,0,,,
기본 대분류,잡화-S동,호멜,005561,103-258-03-01,호멜/런천미트,340g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해마루,005562,103-15-30-01,해마루/오이피클(슬),3kg*6,6,5500,33000,6700,40200,0.2182,266,44,2,0,,,
기본 대분류,잡화-S동,화미,005563,102-273-140-03,화미/실속찰당면/14kg,14kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005564,102-273-140-02,화미/찰당면14kg/,14kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005565,102-273-140-01,화미/납작당면/14kg,14kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005566,102-273-10-01,화미/납작당면,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005567,102-236-05-01,화미/멸치가루/500g,500g*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005568,102-233-90-01,화미/이온물엿(9Kg),9kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005569,102-233-80-02,화미/이온물엿(8K),8k*1,1,7500,7500,0,0,-1,0,0,0,0,,,
기본 대분류,잡화-S동,화미,005570,102-233-80-01,화미/이온물엿/고백당/8kg,8kg*1,1,7750,7750,0,0,-1,0,0,0,0,,,
기본 대분류,잡화-S동,화미,005571,102-233-50-01,화미/이온물엿(5Kg),5kg*3,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005572,102-233-140-02,화미/이온물엿/고백당/14kg,14kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005573,102-233-140-01,화미/맥아물엿/14KG,14Kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005574,102-227-20-01,화미/다시다/실속 2kg,2kg*6,6,7900,47400,0,0,-1,0,0,0,0,,,
기본 대분류,잡화-S동,화미,005575,102-227-200-01,화미/다시다/골드/20kg,20kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005576,102-225-200-01,화미/베타믹스(돈까스용)/20Kg,20kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,화미,005577,102-204-80-01,화미/빵가루,8kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005578,101-98-04-01,화풍/두반장/하하/12입,435g*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005579,101-95-10-01,+화풍/짜사이/1kg,1kg*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005580,101-95-05-01,+화풍/짜사이/500g,500g*40,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005581,101-279-02-01,화풍/누룽지,284g*36,36,2900,104400,3420.5556,123140.0016,0.1795,0,0,0,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005582,101-261-30-01,화풍/락교sss,3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005583,101-251-05-01,화풍/리치,560g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005584,101-234-20-01,화풍/물밤/마티,2.95kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005585,101-231-04-01,화풍/영콘,400g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005586,101-219-30-03,화풍/표고버섯(홀),3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005587,101-219-30-02,화풍/표고버섯(채),2.8kg*6,6,4300,25800,5166.6667,31000.0002,0.2016,30,5,0,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005588,101-219-30-01,화풍/초고버섯(대),3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005589,101-219-04-01,화풍/초고버섯,415g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005590,101-186-01-01,화풍/송화단,160ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005591,101-151-30-02,화풍/양송이(홀),3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005592,101-151-30-01,화풍/양송이(특편),3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005593,101-150-04-02,화풍/양장피(기계),400g*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005594,101-150-04-01,화풍/양장피/수제작업,400g*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005595,101-150-02-01,화풍/양장피(채),250g*32,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005596,101-108-10-01,화풍/적색체리(꼭지)대,1.88kg*6,6,14300,85800,17000,102000,0.1888,0,0,0,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005597,101-108-04-02,화풍/적색체리(꼭지)소,400g*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005598,101-108-04-01,화풍/적색체리(소),400g*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005599,101-100-30-02,화풍/죽순채,3kg*6,6,4100,24600,0,0,-1,0,0,0,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005600,101-100-30-01,화풍/죽순편,3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005601,101-100-20-02,화풍/죽순(홀),2.95kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005602,101-100-20-01,화풍/동죽순,2840g*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,흥국,005603,100-309-10-01,흥국/청포도샤인머스켓,1L*12EA,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,흥국,005604,100-280-10-03,흥국/오렌지농축액/1.5L,1.5L*6EA,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,흥국,005605,100-280-10-02,흥국/자몽농축액/1.5L,1.5L*6EA,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,흥국,005606,100-280-10-01,흥국/애플망고농축액,1L*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,흥국,005607,100-182-02-01,흥국/네오스무디(홍시),240g*10ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,흥국,005608,100-147-10-01,흥국/라임에이드베이스,1kg*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해찬들,005609,08-313-30-01,+해찬들/고추장/3k(면세),3kg*4,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해찬들,005610,08-313-140-02,+해찬들/가득한고추장/14kg(면세,14kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해찬들,005611,08-313-140-01,+해찬들/고추장/알찬/14kg(면세),14kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해찬들,005612,08-271-140-01,+해찬들/된장/14k(면세),14kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해찬들,005613,08-162-30-01,+해찬들/쌈장/3Kg,3kg*4,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해찬들,005614,08-162-140-02,해찬들/쌈장/알찬/14kg,14kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,해찬들,005615,08-162-140-01,+해찬들/쌈장/14kg(면세),14kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,LG,005616,07-192-120-01,LG/하이퐁,12L*1,1,11252,11252,13500,13500,0.1998,23,23,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005617,0000-89-20-01,고흥유자차/농협/다원,2kg*6ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005618,0000-84-05-01,체리가루/쿨에이드,538g*12,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005619,0000-78-20-01,모짜렐라/명세/갈바니/냉동,2.27kg*8,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005620,0000-78-10-02,파마산치즈덩어리/그라나파나노,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005621,0000-78-10-01,코다노후레쉬모짜렐라펄(1g),1kg*4ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,(주)대경오앤티,005622,0000-72-180-01,씨와이프로카놀라유/18L 채종유,18L*1,1,52283,52283,54000,54000,0.0328,0,0,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005623,0000-71-200-01,카라멜액상(부영),25kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005624,0000-67-10-02,+캐슈넛/베트남산/1kg,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005625,0000-67-10-01,+캐슈넛(인도산)/1kg,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005626,0000-56-200-01,+콘그릿스5호,25kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005627,0000-51-01-01,크린팩(대),(30*45)*50,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005628,0000-50-10-01,휘핑크림/홉라/무가당,1L*12EA,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,매크로통상,005629,0000-327-180-01,+기꼬만간장(싱)18L,18L*1,1,46200,46200,55400,55400,0.1991,15,15,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005630,0000-327-120-01,순창진간장/12L,12L,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005631,0000-327-10-03,*해선간장/1.75L*6(면세),1.75L,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,매크로통상,005632,0000-327-10-02,+매크로)기꼬만간장1.8L,1.8L*6,6,6900,41400,8266.6667,49600.000199999995,0.1981,156,26,0,0,,,
기본 대분류,잡화-S동,매크로통상,005633,0000-327-10-01,+매크로)기꼬만간장1L,1L*15,15,4100,61500,4920,73800,0.2,0,0,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005634,0000-321-05-02,통계피/500g(30팩),500g*30,30,2950,88500,3246.6667,97400.001,0.1006,0,0,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005635,0000-321-05-01,+통계피/500g*30팩(면세),500g*30,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005636,0000-317-10-01,프로찜,1kg*15,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005637,0000-315-10-01,+건고추/베트남/1Kg/10입,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005638,0000-302-04-01,카보트소세지,454g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005639,0000-299-04-01,크림콘(옥수수죽),400g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005640,0000-29-01-01,페이퍼타올(유림),100g*40,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005641,0000-290-10-01,+참깨가루/분말/1kg,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005642,0000-27-20-01,슈가데일페퍼로니/2.27kg,2.27kg*4,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005643,0000-263-140-01,프로라드유/14kg,14kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005644,0000-263-130-01,중화유(라드/97%)/프로돈지,13kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005645,0000-259-01-05,10/13홀더(무지),100*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005646,0000-259-01-04,12/16온스검정리드(개페),100ea*10줄,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005647,0000-259-01-03,랩/이츠웰(30cm),30cm*500m,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005648,0000-259-01-02,랩/공업용/500m,50*500m*4,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005649,0000-259-01-01,랩/이츠웰(50cm),50cm*500m,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005650,0000-249-04-01,홈버터린,450g*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005651,0000-245-10-01,청/참고소한기름/1.8*10,1.8,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005652,0000-241-10-01,망고푸딩(1kg*10),1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005653,0000-229-200-01,미숫가루/뚜레반12곡/20kg,20kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005654,0000-229-10-01,미숫가루/뚜레반12곡,1kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005655,0000-227-200-01,글루탄산나트륨(MSG),25kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005656,0000-219-10-01,+백목이버섯(6입),1Kg*6ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005657,0000-218-200-01,버터/데어리스프레드,25kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005658,0000-217-04-01,+슈가데일/베이컨/454g,454g*24,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005659,0000-211-200-01,isp(분리대두단백),20kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005660,0000-21-05-01,생선두부튀김(푸치오)냉동-모노,500g*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,너트리,005661,0000-209-10-02,땅콩분태(볶음)/1kg(10입),1kg*10ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,너트리,005662,0000-209-10-01,볶음땅콩분태/1kg(20입),1kg*20ea,20,5450,109000,6540,130800,0.2,-40,-2,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005663,0000-198-04-01,+민물새우/400g,400g*20팩,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005664,0000-193-150-01,설탕/쌍백당/15kg,15kg*1,1,32000,32000,35200,35200,0.1,10,10,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005665,0000-193-01-01,스틱설탕/TS/5g*100ea*10pk,5g*100ea*10pk,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005666,0000-192-200-02,다모아식기세제,20kg,0,0,0,0,0,0,-2,0,-2,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005667,0000-192-200-01,다모아식기린스,20kg,0,0,0,0,0,0,0,0,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005668,0000-192-10-02,비타민B1 라우릴황산염,1kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005669,0000-192-10-01,옥시크린(1Kg),1kg*2*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005670,0000-190-30-02,꽃소금3kg,3kg*7,0,0,0,0,0,0,-24,0,-24,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005671,0000-190-30-01,+굵은소금/천일염/3kg/면세,3kg*8ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005672,0000-190-200-01,+꽃소금20k(국산),20k,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005673,0000-190-150-01,꽃소금15kg/포,15kg,1,8800,8800,13000,13000,0.4773,67,67,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005674,0000-190-10-01,꽃소금/1Kg,1kg*20,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005675,0000-188-200-01,솔비톨(분말),25kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005676,0000-18-10-01,+피스타치오(탈각),1kg*10ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005677,0000-173-01-01,슈가시럽펌프/8ml,8ml*100ea,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005678,0000-170-200-01,식소다,25K,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005679,0000-168-180-02,일등(맑은)식용유,18L,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005680,0000-168-180-01,OK골드식용유(18L),18L,1,48000,48000,65800,65800,0.3708,60,60,0,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005681,0000-16-10-01,+피칸반태,1kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005682,0000-143-90-01,훈제오리완포/9kg,9kg*1,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005683,0000-137-150-02,캡시컴 올레오레진(100만),15kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005684,0000-137-150-01,파프리카올레오레진,15kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005685,0000-132-50-02,"와인(팩,백색)",5L*4,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005686,0000-132-50-01,"와인(팩,적색)",5L*4,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005687,0000-123-10-01,에탄올워셔액(8입),1.8L*8,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005688,0000-122-10-01,원두(트랜드)mg,1kg*10,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005689,0000-118-01-01,유산지12인치/피자용(300),1000매*1(묶음),0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005690,0000-111-10-01,미용장갑(L)/대,L/대,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005691,0000-11-01-01,해동지,2겹_420*365mm_100매*10개입 EA,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005692,0000-07-30-01,호박다이스(중국산),3kg*6,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,브랜드기입필요,005693,0000-01-200-01,*흑후추분말(세라식품),20kg,0,0,0,0,0,0,0,0,,0,,,
기본 대분류,잡화-S동,삼양,005694,97-193-30-01,삼양사) 백설탕3kg,3kg*8,8,4450,35600,5350,42800,0.2022,0,0,0,0,,,
기본 대분류,음료-B동,CJ제일제당,005695,15-03-12,스팸기획 클래식200g(3입),(200g+3)*12,36,2400,86400,3000,108000,0.25,4968,138,0,0,,,
기본 대분류,잡화-S동,미드봉,005696,94-01-04-08,+미드봉/선백후추70%,400g*20,20,5500,110000,6000,120000,0.0909,620,31,0,0,,,
기본 대분류,잡화-S동,미드봉,005697,94-01-04-09,+미드봉/굵은후추 면세,400g*20,20,8000,160000,9350,187000,0.1688,463,23,3,0,,,
기본 대분류,잡화-S동,미드봉,005698,94-01-04-10,+미드봉/흑후추원두,400g*20,20,6500,130000,7000,140000,0.0769,380,19,0,0,,,
기본 대분류,잡화-S동,남양유지(주),005699,15-245-160-01,새댁표 고추맛기름,15L*1,1,73500,73500,88200,88200,0.2,14,14,0,0,,,
기본 대분류,잡화-S동,한진식품,005700,168-82-10-01,한진 초생강(적색),1.3kg*10,10,1600,16000,1920,19200,0.2,-10,-1,0,0,,,
기본 대분류,잡화-S동,한진식품,005701,168-82-10-02,한진 초생강(백색),1.3kg*10,10,1600,16000,1920,19200,0.2,0,0,0,0,,,
기본 대분류,잡화-S동,백설,005702,67-85-93-01,백설 소갈비양념장 (10kg),10kg*1,1,27600,27600,35400,35400,0.2826,5,5,0,0,,,
기본 대분류,잡화-S동,(주)미드미푸드,005703,315-28-03-01,미드미 크러쉬드레드페퍼/ 면세,340g*12,12,7000,84000,10200,122400,0.4571,36,3,0,0,,,
기본 대분류,잡화-S동,(주)화풍하이큐,005704,263-326-05-01,화풍 감자전분,20kg*1,1,43200,43200,51900,51900,0.2014,0,0,0,0,,,
기본 대분류,잡화-S동,사조해표,005705,39-247-68-01,사조 마요네즈 스파우트팩,3.2kg*4,4,11500,46000,13800,55200,0.2,0,0,0,0,,,
기본 대분류,잡화-S동,한진식품,005706,168-82-10-03,한진 초생강채 (적색),1.3kg*10,10,1700,17000,1920,19200,0.1294,-20,-2,0,0,,,
