상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
1003808,02-16,스파크 리필 5.5kg 3개,20600.0,25750.0,3000.0,0.0,0.0,,,
1003807,15-04-01,스팸 클래식 300g 3입 기획 24개,83100.0,103880.0,3000.0,0.0,0.0,,,
1003806,15-03-10,스팸 클래식 300g 20개,71500.0,89380.0,3000.0,0.0,0.0,,,
1003805,01-09-11,요구르트 스파클링 400ml 24개,15900.0,19880.0,3000.0,0.0,0.0,,,
1003804,37-01,유한 락스 레귤러 1L 12개,27200.0,34000.0,3000.0,0.0,0.0,,,
1003803,37-02,유한 락스 후레쉬 1L 12개,32200.0,40250.0,3000.0,0.0,0.0,,,
1003802,37-06,유한 펑크린 청소세제 2L 6개,23800.0,29750.0,3000.0,0.0,0.0,,,
1003801,35-18-11,참맑은 비스 더 블랙 175ml 30개,7300.0,9130.0,3000.0,0.0,0.0,,,
1003800,01-09-08,청양 마요맛 새우칩 90g 14개,13900.0,17380.0,3000.0,0.0,0.0,,,
1003799,29-05-02,초정 탄산수 350ml 24개,11600.0,14500.0,3000.0,0.0,0.0,,,
1003798,154-4585-85-20,펭귄 꽁치가미 140g 48개,57000.0,71250.0,3000.0,0.0,0.0,,,
1003797,200-300-25-55,펭귄 번데기탕 270g 24개,25500.0,31880.0,3000.0,0.0,0.0,,,
1003796,40-09,피죤 블루비앙카 섬유유연제 2100mL+2100mL 4개,21700.0,27130.0,3000.0,0.0,0.0,,,
1003795,40-09-01,피죤 옐로우미모사 섬유유연제 2100mL+2100mL 4개,21700.0,27130.0,3000.0,0.0,0.0,,,
1003794,40-09-02,피죤 핑크로즈 섬유유연제 2100mL+2100mL 4개,20800.0,26000.0,3000.0,0.0,0.0,,,
1003793,20-13-01,피크닉 청포도 200ml 24개,9000.0,11250.0,3000.0,0.0,0.0,,,
1003792,02-21,트리오 항균 과일세척 주방세제 1kg 12개,23800.0,29750.0,3000.0,0.0,0.0,,,
1003791,02-22,트리오 항균 과일세척 주방세제 2kg 6개,18900.0,23630.0,3000.0,0.0,0.0,,,
1003790,02-23,트리오 항균 과일세척 주방세제 3kg 4개,19600.0,24500.0,3000.0,0.0,0.0,,,
1003789,31-47-03,환타 제로 오렌지 350ml 24개,15500.0,19380.0,3000.0,0.0,0.0,,,
994309,PC005318,사조 참치 덕용 1.88kg 1개,19400.0,24200.0,3000.0,0.0,0.0,,,
994308,PC000355,펭귄 꽁치 통조림 덕용 1.88kg 1개,16700.0,21700.0,3000.0,0.0,0.0,,,
994307,PC004823,다인 산농 맛기름 1.8L 1개,6900.0,9000.0,3000.0,0.0,0.0,,,
994306,PC004589,오뚜기 오쉐프 옛날 참기름 1.8L 1개,24200.0,31500.0,3000.0,0.0,0.0,,,
994305,PC005237,롯데 미림 1.8L 1개,6100.0,8300.0,3000.0,0.0,0.0,,,
994304,PC005723,사조 해표 고추맛기름 1.8L 1개,7600.0,10400.0,3000.0,0.0,0.0,,,
994303,PC005316,사조 해표 재래압착 참기름 1.8L 1개,17500.0,23500.0,3000.0,0.0,0.0,,,
994302,PC005780,사자표 볶음춘장 10kg 1개,41400.0,53800.0,3000.0,0.0,0.0,,,
994301,PC004430,미드봉 오레가노 홀 120g 1개,3300.0,4300.0,3000.0,0.0,0.0,,,
994300,PC005616,LG 하이퐁 12L 1개,13000.0,16900.0,3000.0,0.0,0.0,,,
994299,PC005218,움트리 실장님 회초장 13kg 1개,38500.0,50100.0,3000.0,0.0,0.0,,,
994298,PC005041,부천 몽고 진간장 13L 1개,22600.0,30400.0,3000.0,0.0,0.0,,,
994297,PC004429,미드봉 바질 홀 150g 1개,3000.0,3900.0,3000.0,0.0,0.0,,,
994296,PC005245,롯데 환만식초 말통 15L 1개,17900.0,23900.0,3000.0,0.0,0.0,,,
994295,PC005330,제니스 핫소스 180ml 1개,1400.0,1800.0,3000.0,0.0,0.0,,,
994294,PC004949,명진 혼다시 다시노모도 1kg 1개,8500.0,11600.0,3000.0,0.0,0.0,,,
994293,PC004319,아담스 파마산 치즈가루 1kg 1개,11100.0,14400.0,3000.0,0.0,0.0,,,
994292,PC004648,곰표 부침가루 1kg 1개,1600.0,2200.0,3000.0,0.0,0.0,,,
994291,PC004605,곰표 튀김가루 1kg 1개,1800.0,2300.0,3000.0,0.0,0.0,,,
994290,PC004313,백설 맛소금 1kg 1개,3100.0,4000.0,3000.0,0.0,0.0,,,
994289,PC004903,리고 땅콩잼 1kg 1개,7900.0,10500.0,3000.0,0.0,0.0,,,
994288,PC004343,화남 시바스 케이퍼 1kg 1개,8500.0,11100.0,3000.0,0.0,0.0,,,
994287,PC004793,꽃샘 꿀레드자몽차 1kg 1개,6600.0,8600.0,3000.0,0.0,0.0,,,
994286,PC005239,이금기 중화 두반장 캔 2.04kg 1개,24200.0,31500.0,3000.0,0.0,0.0,,,
994285,PC005247,이금기 팬더 굴소스 캔 2.27kg 1개,11700.0,15900.0,3000.0,0.0,0.0,,,
994284,PC005757,화남 스위트 잡화꿀청 2.4kg 1개,4900.0,6400.0,3000.0,0.0,0.0,,,
994283,PC005756,화남 스위트 아카시아꿀청 2.4kg 1개,4900.0,6400.0,3000.0,0.0,0.0,,,
994282,PC004344,정성 잡화청 2.4kg 1개,5000.0,6500.0,3000.0,0.0,0.0,,,
994281,PC004453,정성 아카시아청 2.4kg 1개,5000.0,6500.0,3000.0,0.0,0.0,,,
994280,PC004857,롱고바디 토마토홀 2.55kg 1개,6800.0,8800.0,3000.0,0.0,0.0,,,
994279,PC004297,삼아 키드니빈스 2.5kg 1개,6400.0,8300.0,3000.0,0.0,0.0,,,
994278,PC004296,삼아 베이크드빈스 2.6kg 1개,5700.0,7400.0,3000.0,0.0,0.0,,,
994277,PC004937,명진 양송이 슬라이스 2.84kg 1개,8600.0,11200.0,3000.0,0.0,0.0,,,
994276,PC004340,헌트 안젤라미아 스파게티소스 2.95kg 1개,12900.0,16800.0,3000.0,0.0,0.0,,,
994275,PC004292,삼아 황도 슬라이스 2.9kg 1개,8600.0,11200.0,3000.0,0.0,0.0,,,
994274,PC004317,신영 페페로치노 홀 200g 1개,21600.0,28100.0,3000.0,0.0,0.0,,,
994273,PC004425,미드봉 파슬리 후레이크 200g 1개,5000.0,6500.0,3000.0,0.0,0.0,,,
994272,PC005182,엘막 레몬 원액 200ml 1개,1100.0,1400.0,3000.0,0.0,0.0,,,
994271,PC005253,이금기 프리미엄 굴소스 캔 2268g 1개,23400.0,31500.0,3000.0,0.0,0.0,,,
994270,PC004310,영흥 오토 터키산 월계수잎 230g 1개,5800.0,7500.0,3000.0,0.0,0.0,,,
994269,PC005329,제니스 스테이크소스 260g 1개,2600.0,3400.0,3000.0,0.0,0.0,,,
994268,PC004295,삼아 밤 감로자 홀 2950g 1개,22500.0,29300.0,3000.0,0.0,0.0,,,
994267,PC004941,명진 적색 체리 2kg 1개,13300.0,17300.0,3000.0,0.0,0.0,,,
994266,PC004942,명진 적색 체리 (꼭지) 2kg 1개,14200.0,18500.0,3000.0,0.0,0.0,,,
994265,PC005713,백설 쇠고기 다시다 2kg 1개,32200.0,41900.0,3000.0,0.0,0.0,,,
994264,PC004342,화남 고흥 꿀유자차 2kg 1개,9000.0,11700.0,3000.0,0.0,0.0,,,
994263,PC004312,대상 청정원 돼지불고기양념 2kg 1개,10000.0,13000.0,3000.0,0.0,0.0,,,
994262,PC004718,헌트 토마토 페이스트 3.15kg 1개,19500.0,22500.0,3000.0,0.0,0.0,,,
994261,PC005708,모어하우스 머스타드(대) 3.628kg 1개,12100.0,15700.0,3000.0,0.0,0.0,,,
994260,PC004738,S&W 파인애플 슬라이스 청크 3.63kg 1개,10500.0,13700.0,3000.0,0.0,0.0,,,
994259,PC002105,목우촌 뚝심 300g 1개,2700.0,3600.0,3000.0,0.0,0.0,,,
994258,PC002758,델몬트 파인애플 통조림 3050g 1개,12000.0,15700.0,3000.0,0.0,0.0,,,
994257,PC004308,미드봉 크러쉬드 레드페퍼 340g 1개,8400.0,10900.0,3000.0,0.0,0.0,,,
994256,PC004739,S&W 파인애플 슬라이스 3kg 1개,10400.0,13500.0,3000.0,0.0,0.0,,,
994255,PC004813,늘푸른 오이피클 홀 3kg 1개,9400.0,12200.0,3000.0,0.0,0.0,,,
994254,PC004869,델솔 할라피뇨 페퍼 슬라이스 3kg 1개,11800.0,15300.0,3000.0,0.0,0.0,,,
994253,PC004929,명진 표고버섯 홀 3kg 1개,5300.0,6900.0,3000.0,0.0,0.0,,,
994252,PC004930,명진 표고버섯 채 3kg 1개,10000.0,13000.0,3000.0,0.0,0.0,,,
994251,PC004931,명진 초고버섯(대) 3kg 1개,10000.0,13000.0,3000.0,0.0,0.0,,,
994250,PC004935,명진 양송이 특편 3kg 1개,8200.0,10700.0,3000.0,0.0,0.0,,,
994249,PC004946,명진 죽순 채 3kg 1개,4300.0,5600.0,3000.0,0.0,0.0,,,
994248,PC004947,명진 죽순 편 3kg 1개,4300.0,5600.0,3000.0,0.0,0.0,,,
994247,PC004948,명진 죽순 홀 3kg 1개,4300.0,5600.0,3000.0,0.0,0.0,,,
994246,PC005159,신세계 아삭한 오이피클 3kg 1개,6300.0,8200.0,3000.0,0.0,0.0,,,
994245,PC005415,진양 죽순 1호 3kg 1개,12900.0,16800.0,3000.0,0.0,0.0,,,
994244,PC005562,해마루 오이피클 슬라이스 3kg 1개,6500.0,8400.0,3000.0,0.0,0.0,,,
994243,PC004559,하인즈 데미그라스 소스 3kg 1개,21600.0,28100.0,3000.0,0.0,0.0,,,
994242,PC004562,하인즈 비프 스파게티소스 3kg 1개,19100.0,25700.0,3000.0,0.0,0.0,,,
994241,PC004723,헌트 피자소스 3kg 1개,17100.0,22200.0,3000.0,0.0,0.0,,,
994240,PC005715,삼도 해울찬 락교 SSS 3kg 1개,10800.0,14000.0,3000.0,0.0,0.0,,,
994239,PC004337,삼도 해울찬 락교 3kg 1개,10800.0,14000.0,3000.0,0.0,0.0,,,
994238,PC004294,삼아 완두콩 3kg 1개,5000.0,6500.0,3000.0,0.0,0.0,,,
994237,PC005183,DOLE 후르츠칵테일 3kg 1개,9000.0,11700.0,3000.0,0.0,0.0,,,
994236,PC005201,DOLE 파인애플 청크 3kg 1개,11300.0,14700.0,3000.0,0.0,0.0,,,
994235,PC000041,화남 황도 슬라이스 3kg 1개,8300.0,10800.0,3000.0,0.0,0.0,,,
994234,PC005525,화남 밀감 통조림 1호 3kg 1개,9600.0,12500.0,3000.0,0.0,0.0,,,
994233,PC005698,미드봉 흑후추 원두 400g 1개,7500.0,9800.0,3000.0,0.0,0.0,,,
994232,PC005697,미드봉 굵은후추 400g 1개,9200.0,12000.0,3000.0,0.0,0.0,,,
994231,PC004435,미드봉 흑후추(90%) 400g 1개,5800.0,7500.0,3000.0,0.0,0.0,,,
994230,PC005416,진양 죽순 4호 400g 1개,2500.0,3300.0,3000.0,0.0,0.0,,,
994229,PC004293,삼아 키드니빈스 400g 1개,1200.0,1600.0,3000.0,0.0,0.0,,,
994228,PC004318,토호 튀긴마늘 슬라이스 500g 1개,8300.0,10800.0,3000.0,0.0,0.0,,,
994227,PC004850,라폰테 스파게티 500g 1개,1200.0,1700.0,3000.0,0.0,0.0,,,
994226,PC004852,라폰테 마카로니 500g 1개,1300.0,1700.0,3000.0,0.0,0.0,,,
994225,PC005759,데체코 스파게티니 11호 500g 1개,3900.0,5100.0,3000.0,0.0,0.0,,,
994224,PC004306,대봉 삼색 푸실리 500g 1개,1500.0,2000.0,3000.0,0.0,0.0,,,
994223,PC004536,디벨라 링귀네 14호 500g 1개,1800.0,2300.0,3000.0,0.0,0.0,,,
994222,PC005101,상기 쌍노두 소스 500ml 1개,4500.0,6000.0,3000.0,0.0,0.0,,,
994221,PC005314,이엔 가쓰오 후리가케 50g 1개,800.0,1000.0,3000.0,0.0,0.0,,,
994220,PC004336,컨츄리타임 레몬에이드 분말 538g 1개,4900.0,6400.0,3000.0,0.0,0.0,,,
994219,PC004349,청우 더진한 캡사이신 소스 550g 1개,5900.0,7700.0,3000.0,0.0,0.0,,,
994218,PC004900,리고 초코 시럽 585g 1개,4200.0,5500.0,3000.0,0.0,0.0,,,
994217,PC004901,리고 딸기 시럽 585g 1개,4200.0,5500.0,3000.0,0.0,0.0,,,
994216,PC004841,호니베어 블루베리 시럽 595g 1개,5300.0,6900.0,3000.0,0.0,0.0,,,
994215,PC005722,보베다 블렌드 포마스 올리브오일 5L 1개,21500.0,28000.0,3000.0,0.0,0.0,,,
994214,PC005735,파티니 혼합 올리브오일 5l 1개,23600.0,30700.0,3000.0,0.0,0.0,,,
994213,PC005045,파티니 올리브 포마스 오일 5L 1개,30700.0,39900.0,3000.0,0.0,0.0,,,
994212,PC005332,제니스 닭가루 680g 1개,3400.0,4400.0,3000.0,0.0,0.0,,,
994211,PC004341,제니스 소가루 비프베이스 680g 1개,3400.0,4400.0,3000.0,0.0,0.0,,,
994210,PC004376,신영 파슬리 후레이크 70g 1개,3600.0,4700.0,3000.0,0.0,0.0,,,
994209,PC005548,하늘청 식혜 농축액 790ml 1개,6400.0,8300.0,3000.0,0.0,0.0,,,
994208,PC005008,몬 홀그레인 머스타드 820g 1개,9200.0,12000.0,3000.0,0.0,0.0,,,
994207,PC004301,삼아 딸기 원액 835ml 1개,2500.0,3300.0,3000.0,0.0,0.0,,,
994206,PC004300,삼아 오렌지 원액 835ml 1개,2500.0,3300.0,3000.0,0.0,0.0,,,
994205,PC004299,삼아 키위 원액 835ml 1개,2500.0,3300.0,3000.0,0.0,0.0,,,
994204,PC004298,삼아 파인애플 원액 835ml 1개,2500.0,3300.0,3000.0,0.0,0.0,,,
994203,PC004740,S&W 파인애플 슬라이스 836g 1개,3300.0,4300.0,3000.0,0.0,0.0,,,
994202,PC004737,S&W 후르츠칵테일 850g 1개,2800.0,3600.0,3000.0,0.0,0.0,,,
994201,PC005526,화남 밀감 통조림 850g 1개,3300.0,4300.0,3000.0,0.0,0.0,,,
994200,PC004307,르씨엘 레몬 후르츠 주스 946ml 1개,3400.0,4400.0,3000.0,0.0,0.0,,,
875646,23-19-02,웅진 초록매실 매실청 1.5L 12개,75000.0,75000.0,3000.0,0.0,0.0,,,
777961,65-01,메종페리에 라임 캔 330ml 24개,6700.0,11000.0,3000.0,0.0,0.0,,,
756833,BT10EA-28-50,미에로 100ml 40병,19600.0,28400.0,3000.0,0.0,0.0,,,
756832,BT10EA-55-09,HK이노엔 홍삼진병 100ml 40병,16100.0,20900.0,3000.0,0.0,0.0,,,
756831,BT10EA-20-04,광동 비타500 100ml 40병,19600.0,25500.0,3000.0,0.0,0.0,,,
756830,BT10EA-20-10,광동 쌍화골드 100ml 40병,19700.0,25600.0,3000.0,0.0,0.0,,,
756829,BT10EA-25-40-02,삼성 까스명수 75ml 60병,28300.0,28300.0,3000.0,0.0,0.0,,,
756828,BT10EA-28-13,헬씨올리고 100ml 40병,18400.0,26700.0,3000.0,0.0,0.0,,,
756827,BT10EA-28-13-05,현대 비타업 100ml 40병,14000.0,20300.0,3000.0,0.0,0.0,,,
756826,BT10EA-81-40,모닝케어 D (신형) 100ml 10병,18400.0,23900.0,3000.0,0.0,0.0,,,
756825,BT10EA-55-01,헛개 컨디션 100ml 10병,24500.0,35500.0,3000.0,0.0,0.0,,,
756824,BT10EA-55-01-02,헛개 컨디션 120ml 10병,23100.0,33500.0,3000.0,0.0,0.0,,,
756823,55-08,정관장 홍삼원 50ml 30포 x 5박스,95400.0,124000.0,3000.0,0.0,0.0,,,
756822,15-04-09,홍삼원디(정관장)100ml 100병,65300.0,84900.0,3000.0,0.0,0.0,,,
756821,29-17-01,일화 헛개꿀물 175ml 30개,7700.0,10000.0,3000.0,0.0,0.0,,,
756820,12-11-02,동원 쿨피스 파인애플 제로 230ml 30개,11500.0,15000.0,3000.0,0.0,0.0,,,
756819,27-91-03,립톤 제로 복숭아맛 355ml 24개,13200.0,17200.0,3000.0,0.0,0.0,,,
756818,23-34-05,웅진 자연은 사과 180ml 30개,9500.0,13800.0,3000.0,0.0,0.0,,,
756817,34-21,동원 레몬녹차 350ml 24개,11900.0,15500.0,3000.0,0.0,0.0,,,
756816,12-37-03,동원 헛개차 350ml 24개,11800.0,15300.0,3000.0,0.0,0.0,,,
756815,20-90-02,광동 썬키스트 레몬에이드 500ml 24개,23400.0,30400.0,3000.0,0.0,0.0,,,
756814,31-03-11,몬스터에너지 오지스타일 레모네이드 355ml 24개,30900.0,44800.0,3000.0,0.0,0.0,,,
756813,28-52-02,미에로 스파클링제로 250ml 30개,13800.0,17900.0,3000.0,0.0,0.0,,,
756812,35-18,참맑은 톡톡 오렌지 185ml 30개,7900.0,10300.0,3000.0,0.0,0.0,,,
756811,35-18-02,참맑은 톡톡 파인애플 185ml 30개,7900.0,10300.0,3000.0,0.0,0.0,,,
756810,39-33,방울이 구포국수 3kg 6개,32000.0,41600.0,3000.0,0.0,0.0,,,
756809,39-03,오뚜기 중면 900g 15개,34500.0,44900.0,3000.0,0.0,0.0,,,
756808,22-51-05,팔도 일품 해물라면 봉지라면 40입,27800.0,36100.0,3000.0,0.0,0.0,,,
756807,08-46,백설 부침가루 1kg 10개,22000.0,31900.0,3000.0,0.0,0.0,,,
756806,14-53-02,몽베스트 2L 6개,3000.0,3900.0,3000.0,0.0,0.0,,,
756805,12-30,동원 양반 이천쌀 식혜 238ml 24개,10200.0,14800.0,3000.0,0.0,0.0,,,
756804,15-15-06,CJ 햇반 200g 30개,25700.0,33400.0,3000.0,0.0,0.0,,,
756803,39-29..,맛있는 오뚜기밥 210g(10개입) 3개,24100.0,31300.0,3000.0,0.0,0.0,,,
756801,11-19,동원 DHA참치 100g 60개,84500.0,122500.0,3000.0,0.0,0.0,,,
756800,11-05,동원 매운고추참치 100g 60개,81800.0,118600.0,3000.0,0.0,0.0,,,
756799,11-40,동원참치기획 [살코기100g x4+고추100g x4] 10박스 총 80개입,122100.0,151800.0,3000.0,0.0,0.0,,,
756798,11-40-07,동원참치기획 뉴쿡담 [살코기150g x6+DHA150g x2] 6박스 총 48개입,98600.0,128200.0,3000.0,0.0,0.0,,,
756797,24-173,티오피 마스터라떼 275ml 24개,23800.0,34500.0,3000.0,0.0,0.0,,,
756796,31-04-03,코카콜라제로 업소용 500ml 24개,18400.0,25200.0,3000.0,0.0,0.0,,,
756795,31-01-08,코카콜라제로 업소용 245ml 30개,16100.0,20900.0,3000.0,0.0,0.0,,,
756794,100-100-02,씨그램 레몬 350ml 24페트,14100.0,20400.0,3000.0,0.0,0.0,,,
756793,100-100,씨그램 플레인 350ml 24페트,14100.0,20400.0,3000.0,0.0,0.0,,,
724335,51-30-03,동원참치 T18호 3세트 명절 추석 선물세트,126900.0,126900.0,3000.0,0.0,0.0,,,
724334,16-31-02,런천미트 2호 3세트 명절 추석 선물세트,83600.0,121200.0,3000.0,0.0,0.0,,,
722645,50-71-02,동원 스페셜 5호 5세트 명절 추석 선물세트,106600.0,154600.0,3000.0,0.0,0.0,,,
722642,50-71-03,동원 프리미엄 60호 5세트 명절 추석 선물세트,129000.0,129000.0,3000.0,0.0,0.0,,,
702056,21-100,남양 맛있는 두유 GT 검은콩깨 190ml 24개,9800.0,14200.0,3000.0,0.0,0.0,,,
668293,PC003738,"동서 리치스 홀커널 스위트콘 덕용 (태국) 2,950kg 1개",4000.0,5000.0,3000.0,0.0,0.0,,,
668292,100-99,씨그램 190ml 캔 30개,9000.0,11700.0,3000.0,0.0,0.0,,,
668291,20-90-04,광동 썬키스트 오렌지소다 600ml 24개,20300.0,26400.0,3000.0,0.0,0.0,,,
668290,31-05-001,코카콜라제로(업소) 1.25L 12개,15900.0,23100.0,3000.0,0.0,0.0,,,
668289,31-17-02,스프라이트 190ml 30개,15000.0,21800.0,3000.0,0.0,0.0,,,
668288,21-108-110-11,남양 프렌치카페 커피믹스 160T (140+20) 4박스,71900.0,104300.0,3000.0,0.0,0.0,,,
668287,24-35-03,티오피 더블랙 380ml 24개,28200.0,40900.0,3000.0,0.0,0.0,,,
668286,24-35-02,티오피 스위트아메리카노 380ml 24개,28200.0,40900.0,3000.0,0.0,0.0,,,
668285,24-35-01,티오피 마스터라떼 380ml 24개,28200.0,40900.0,3000.0,0.0,0.0,,,
668284,24-06-08,티오피 스위트아메리카노 200ml 36개,24400.0,35400.0,3000.0,0.0,0.0,,,
668283,24-06-07,티오피 마스터라떼 200ml 36개,24400.0,35400.0,3000.0,0.0,0.0,,,
668282,24-174,티오피 스위트아메리카노 275ml 24개,23800.0,34500.0,3000.0,0.0,0.0,,,
668281,24-175,티오피 더블랙 275ml 24개,23800.0,34500.0,3000.0,0.0,0.0,,,
668280,24-06-09,티오피 더블랙 200ml 36개,24400.0,35400.0,3000.0,0.0,0.0,,,
668279,35-18-10,참맑은 비스카페라떼 175ml 30개,9500.0,13800.0,3000.0,0.0,0.0,,,
668278,11-05-02,동원 고추참치 150g 48개,107500.0,139800.0,3000.0,0.0,0.0,,,
668277,11-40-112,동원 고추참치 (기획) 150g 12캔,24100.0,34900.0,3000.0,0.0,0.0,,,
668276,23-13-01,웅진 아침햇살 고구마 500ml 20개,24400.0,35400.0,3000.0,0.0,0.0,,,
668275,23-13-02,웅진 아침햇살 옥수수 500ml 20개,24400.0,35400.0,3000.0,0.0,0.0,,,
668274,55-01-02,헛개 컨디션 120ml 50개,118200.0,171400.0,3000.0,0.0,0.0,,,
668273,54-21-01,팔도비빔면2 32입 변우석 포토카드 버전,24300.0,31600.0,3000.0,0.0,0.0,,,
668272,14-01-01,펭귄 김치꽁치 380g 24개,44800.0,58200.0,3000.0,0.0,0.0,,,
668271,29-07-02,탑씨 블루레몬에이드 1.5L 12개,10900.0,14200.0,3000.0,0.0,0.0,,,
668270,15-08-05,미닛메이드 제주감귤 1.5L 12개,20300.0,29400.0,3000.0,0.0,0.0,,,
668269,32-16-08,미닛자몽에이드 탄산 355ml 24개,14800.0,21500.0,3000.0,0.0,0.0,,,
668268,23-012,웅진 하늘보리 325ml 20개,13200.0,19100.0,3000.0,0.0,0.0,,,
668267,31-18,미닛메이드 오렌지 350ml 24개,29200.0,42300.0,3000.0,0.0,0.0,,,
668266,22-13-03,뽀로로 복숭아 235ml 24개,19100.0,27700.0,3000.0,0.0,0.0,,,
668265,35-14,참맑은 복분자 175ml 30개,8800.0,12800.0,3000.0,0.0,0.0,,,
668264,23-48.,웅진 자연은 망고 캔 180ml 30개,10200.0,14800.0,3000.0,0.0,0.0,,,
668263,81-12-02,웅진 자연은 샤인머스켓 캔 180ml 30개,9400.0,13600.0,3000.0,0.0,0.0,,,
668262,03-17-02,샘표 진간장S 1.7L 6개,24800.0,36000.0,3000.0,0.0,0.0,,,
668261,03-22-01,샘표 진간장금F-3(1.8+500) 6개,60700.0,88000.0,3000.0,0.0,0.0,,,
658558,45-08,스팸 1호 4세트,219800.0,318700.0,3000.0,0.0,0.0,,,
658557,45-21,스팸 8호 5세트,136300.0,136300.0,3000.0,0.0,0.0,,,
658251,45-10-05,스팸3k호 4세트,169600.0,245900.0,3000.0,0.0,0.0,,,
657834,45-18-02,백설 스팸 8K호 5세트,130500.0,189200.0,3000.0,0.0,0.0,,,
657403,31-22-02,코카콜라 제로 355ml(업소용) 48개,35300.0,51200.0,3000.0,0.0,0.0,,,
649293,31-47-13-CB-31-17,환타 파인 업소용 350ml 24개 + 스프라이트 355ml 24개 세트상품,31400.0,45500.0,3000.0,0.0,0.0,,,
649291,31-03-05-CB-31-17,★세트할인★코카콜라 업소용 355ml 24개 + 스프라이트 355ml 24개,33700.0,48900.0,3000.0,0.0,0.0,,,
649289,31-22-02-CB-31-47-13,코카콜라 제로 업소용 355ml 24개 + 환타 업소용 파인애플맛 350ml 24개 세트상품,35100.0,50900.0,3000.0,0.0,0.0,,,
636003,31-22-02-CB-31-17,코카콜라 제로 업소용 355ml 24개 + 스프라이트 355ml 24개 세트상품,34100.0,49400.0,3000.0,0.0,0.0,,,
636001,31-03-05-CB-27-16,코카콜라 업소용 355ml 24개 + 칠성사이다 업소용 355ml 24개 세트상품,35800.0,51900.0,3000.0,0.0,0.0,,,
627484,35-18-07,참맑은 사과 175ml 30개,9000.0,13100.0,3000.0,0.0,0.0,,,
627483,35-18-08,참맑은 배 175ml 30개,9500.0,13800.0,3000.0,0.0,0.0,,,
627482,35-18-09,참맑은 머스캣 175ml 30개,8700.0,12600.0,3000.0,0.0,0.0,,,
627481,21-004,사과야 팩 190ml 24개,2200.0,3200.0,3000.0,0.0,0.0,,,
627480,21-004-01,청포도야 팩 190ml 24개,2200.0,3200.0,3000.0,0.0,0.0,,,
621561,22-04-00,비락식혜 제로 1.5L 8개,23100.0,33500.0,3000.0,0.0,0.0,,,
